Timestamp,miners-revenue
2020-04-04 00:00:00,13560678.0014824
2020-04-05 00:00:00,14957634.8766792
2020-04-06 00:00:00,11485342.6768563
2020-04-07 00:00:00,15735459.9608062
2020-04-08 00:00:00,13302461.4215237
2020-04-09 00:00:00,14241012.6272215
2020-04-10 00:00:00,14368680.593185
2020-04-11 00:00:00,13917060.6896329
2020-04-12 00:00:00,13349664.7131069
2020-04-13 00:00:00,14683700.7327373
2020-04-14 00:00:00,14587959.1353395
2020-04-15 00:00:00,14558871.7374524
2020-04-16 00:00:00,13495677.8347836
2020-04-17 00:00:00,11584618.6908067
2020-04-18 00:00:00,14261973.7785588
2020-04-19 00:00:00,13731416.2140145
2020-04-20 00:00:00,14513595.7291591
2020-04-21 00:00:00,13280755.4956055
2020-04-22 00:00:00,11597010.0622321
2020-04-23 00:00:00,13203833.9171429
2020-04-24 00:00:00,14000287.8021753
2020-04-25 00:00:00,13029925.9247904
2020-04-26 00:00:00,13360910.3301689
2020-04-27 00:00:00,13997087.9010893
2020-04-28 00:00:00,15084394.0350117
2020-04-29 00:00:00,15737371.4387275
2020-04-30 00:00:00,16397343.7651328
2020-05-01 00:00:00,17578400.0138616
2020-05-02 00:00:00,17019209.5407702
2020-05-03 00:00:00,19630255.3423323
2020-05-04 00:00:00,17898623.6303281
2020-05-05 00:00:00,18282730.7640675
2020-05-06 00:00:00,20611754.9554308
2020-05-07 00:00:00,18246780.7005844
2020-05-08 00:00:00,18271845.620501
2020-05-09 00:00:00,17375844.0015605
2020-05-10 00:00:00,19252835.575272
2020-05-11 00:00:00,17168436.3390022
2020-05-12 00:00:00,8950520.33366681
2020-05-13 00:00:00,7822621.0542868
2020-05-14 00:00:00,8245134.85128987
2020-05-15 00:00:00,8969982.47707204
2020-05-16 00:00:00,8429266.32745205
2020-05-17 00:00:00,7112392.24211133
2020-05-18 00:00:00,9800851.10620265
2020-05-19 00:00:00,8879553.7575469
2020-05-20 00:00:00,8810740.96343472
2020-05-21 00:00:00,9450405.20057815
2020-05-22 00:00:00,7770388.92415917
2020-05-23 00:00:00,7843058.63019165
2020-05-24 00:00:00,7286826.33878152
2020-05-25 00:00:00,7689659.79284451
2020-05-26 00:00:00,7687822.76814688
2020-05-27 00:00:00,9241012.00693874
2020-05-28 00:00:00,8457127.38821037
2020-05-29 00:00:00,8526743.18954307
2020-05-30 00:00:00,9913195.96576446
2020-05-31 00:00:00,9542417.4585863
2020-06-01 00:00:00,8910754.39107795
2020-06-02 00:00:00,8941264.80720643
2020-06-03 00:00:00,9081230.36860107
2020-06-04 00:00:00,9764314.20040038
2020-06-05 00:00:00,11573082.6899895
2020-06-06 00:00:00,12477168.3999888
2020-06-07 00:00:00,9821022.7645001
2020-06-08 00:00:00,10379765.6243221
2020-06-09 00:00:00,10182263.0439178
2020-06-10 00:00:00,10401186.386667
2020-06-11 00:00:00,11473619.1499784
2020-06-12 00:00:00,9866334.58133083
2020-06-13 00:00:00,9622452.78417518
2020-06-14 00:00:00,10380781.5378385
2020-06-15 00:00:00,8280410.59960841
2020-06-16 00:00:00,9617963.21008684
2020-06-17 00:00:00,8709273.10823802
2020-06-18 00:00:00,7714420.95468918
2020-06-19 00:00:00,8736099.47769752
2020-06-20 00:00:00,8238014.00234774
2020-06-21 00:00:00,9006615.2058985
2020-06-22 00:00:00,8923565.20117743
2020-06-23 00:00:00,9964641.89522986
2020-06-24 00:00:00,8594577.4593605
2020-06-25 00:00:00,8504016.54820617
2020-06-26 00:00:00,9950436.65769901
2020-06-27 00:00:00,8059992.05896448
2020-06-28 00:00:00,8666896.61256926
2020-06-29 00:00:00,8562734.80271627
2020-06-30 00:00:00,8801310.46204946
2020-07-01 00:00:00,10124055.9362646
2020-07-02 00:00:00,9907317.70423729
2020-07-03 00:00:00,9873738.20676215
2020-07-04 00:00:00,9203934.10591
2020-07-05 00:00:00,9453537.18129459
2020-07-06 00:00:00,9573702.5263014
2020-07-07 00:00:00,9827305.84595956
2020-07-08 00:00:00,9269106.00709557
2020-07-09 00:00:00,10324012.452296
2020-07-10 00:00:00,9821730.66445103
2020-07-11 00:00:00,9308390.99757443
2020-07-12 00:00:00,9012154.57131376
2020-07-13 00:00:00,8910800.3628078
2020-07-14 00:00:00,9003009.80517444
2020-07-15 00:00:00,8552242.70922882
2020-07-16 00:00:00,8476261.34494985
2020-07-17 00:00:00,7439212.40619956
2020-07-18 00:00:00,8257260.54422192
2020-07-19 00:00:00,8030628.81677879
2020-07-20 00:00:00,8809861.14917053
2020-07-21 00:00:00,8215338.73446885
2020-07-22 00:00:00,9764974.36846801
2020-07-23 00:00:00,9402091.57921377
2020-07-24 00:00:00,10810915.0426475
2020-07-25 00:00:00,9515131.31193061
2020-07-26 00:00:00,10587041.6037513
2020-07-27 00:00:00,11099308.3016979
2020-07-28 00:00:00,12037341.111269
2020-07-29 00:00:00,12189404.7472878
2020-07-30 00:00:00,11301864.6984554
2020-07-31 00:00:00,12639960.4220093
2020-08-01 00:00:00,11439834.2341845
2020-08-02 00:00:00,11205874.8463142
2020-08-03 00:00:00,12873862.5784736
2020-08-04 00:00:00,11438679.0832375
2020-08-05 00:00:00,10806917.3916886
2020-08-06 00:00:00,13771270.4382111
2020-08-07 00:00:00,12898632.9438048
2020-08-08 00:00:00,11292366.647165
2020-08-09 00:00:00,12105371.3641104
2020-08-10 00:00:00,11774383.1865932
2020-08-11 00:00:00,12966824.4492047
2020-08-12 00:00:00,12684820.6087768
2020-08-13 00:00:00,11879252.2971003
2020-08-14 00:00:00,13709961.9922364
2020-08-15 00:00:00,12537672.5372401
2020-08-16 00:00:00,12130221.317492
2020-08-17 00:00:00,10390360.2175087
2020-08-18 00:00:00,12747409.9454137
