Timestamp,n-payments
2021-09-01 00:00:00,651768
2021-09-02 00:00:00,680800
2021-09-03 00:00:00,662785
2021-09-04 00:00:00,557981
2021-09-05 00:00:00,486625
2021-09-06 00:00:00,592633
2021-09-07 00:00:00,635724
2021-09-08 00:00:00,629856
2021-09-09 00:00:00,666999
2021-09-10 00:00:00,614026
2021-09-11 00:00:00,539950
2021-09-12 00:00:00,478076
2021-09-13 00:00:00,573197
2021-09-14 00:00:00,610493
2021-09-15 00:00:00,623343
2021-09-16 00:00:00,644747
2021-09-17 00:00:00,628361
2021-09-18 00:00:00,545712
2021-09-19 00:00:00,489105
2021-09-20 00:00:00,617851
2021-09-21 00:00:00,570701
2021-09-22 00:00:00,615389
2021-09-23 00:00:00,622176
2021-09-24 00:00:00,658889
2021-09-25 00:00:00,521717
2021-09-26 00:00:00,478684
2021-09-27 00:00:00,581289
2021-09-28 00:00:00,588256
2021-09-29 00:00:00,561062
2021-09-30 00:00:00,688173
2021-10-01 00:00:00,676734
2021-10-02 00:00:00,608852
2021-10-03 00:00:00,531683
2021-10-04 00:00:00,610578
2021-10-05 00:00:00,696977
2021-10-06 00:00:00,631598
2021-10-07 00:00:00,740634
2021-10-08 00:00:00,661871
2021-10-09 00:00:00,604165
2021-10-10 00:00:00,517508
2021-10-11 00:00:00,635463
2021-10-12 00:00:00,670536
2021-10-13 00:00:00,650770
2021-10-14 00:00:00,663065
2021-10-15 00:00:00,724341
2021-10-16 00:00:00,647269
2021-10-17 00:00:00,544743
2021-10-18 00:00:00,654306
2021-10-19 00:00:00,706894
2021-10-20 00:00:00,675922
2021-10-21 00:00:00,726226
2021-10-22 00:00:00,672433
2021-10-23 00:00:00,589498
2021-10-24 00:00:00,540843
2021-10-25 00:00:00,673243
2021-10-26 00:00:00,684942
2021-10-27 00:00:00,687944
2021-10-28 00:00:00,727013
2021-10-29 00:00:00,733872
2021-10-30 00:00:00,658039
2021-10-31 00:00:00,558118
2021-11-01 00:00:00,701465
2021-11-02 00:00:00,702028
2021-11-03 00:00:00,690804
2021-11-04 00:00:00,702135
2021-11-05 00:00:00,696615
2021-11-06 00:00:00,610188
2021-11-07 00:00:00,570067
2021-11-07 23:00:00,668124
2021-11-08 23:00:00,746309
2021-11-09 23:00:00,710760
2021-11-10 23:00:00,695820
2021-11-11 23:00:00,669366
2021-11-12 23:00:00,619724
2021-11-13 23:00:00,562142
2021-11-14 23:00:00,665173
2021-11-15 23:00:00,706018
2021-11-16 23:00:00,673068
2021-11-17 23:00:00,695747
2021-11-18 23:00:00,689992
2021-11-19 23:00:00,623208
2021-11-20 23:00:00,570982
2021-11-21 23:00:00,642528
2021-11-22 23:00:00,668430
2021-11-23 23:00:00,701836
2021-11-24 23:00:00,711787
2021-11-25 23:00:00,715565
2021-11-26 23:00:00,606052
2021-11-27 23:00:00,542820
2021-11-28 23:00:00,685799
2021-11-29 23:00:00,707409
2021-11-30 23:00:00,701393
2021-12-01 23:00:00,748713
2021-12-02 23:00:00,722401
2021-12-03 23:00:00,690803
2021-12-04 23:00:00,578863
2021-12-05 23:00:00,671104
2021-12-06 23:00:00,702121
2021-12-07 23:00:00,634314
2021-12-08 23:00:00,685098
2021-12-09 23:00:00,711850
2021-12-10 23:00:00,588201
2021-12-11 23:00:00,550844
2021-12-12 23:00:00,652274
2021-12-13 23:00:00,649472
2021-12-14 23:00:00,678404
2021-12-15 23:00:00,644016
2021-12-16 23:00:00,637083
2021-12-17 23:00:00,598080
2021-12-18 23:00:00,541798
2021-12-19 23:00:00,642904
2021-12-20 23:00:00,720042
2021-12-21 23:00:00,690938
2021-12-22 23:00:00,725538
2021-12-23 23:00:00,667763
2021-12-24 23:00:00,569989
2021-12-25 23:00:00,562561
2021-12-26 23:00:00,664951
2021-12-27 23:00:00,700381
2021-12-28 23:00:00,719499
2021-12-29 23:00:00,674389
2021-12-30 23:00:00,690603
2021-12-31 23:00:00,509021
2022-01-01 23:00:00,525082
2022-01-02 23:00:00,611642
2022-01-03 23:00:00,653472
2022-01-04 23:00:00,679802
2022-01-05 23:00:00,684390
2022-01-06 23:00:00,658304
2022-01-07 23:00:00,587513
2022-01-08 23:00:00,567944
2022-01-09 23:00:00,643194
2022-01-10 23:00:00,673191
2022-01-11 23:00:00,654471
2022-01-12 23:00:00,680772
2022-01-13 23:00:00,679148
2022-01-14 23:00:00,616676
2022-01-15 23:00:00,571218
2022-01-16 23:00:00,624247
2022-01-17 23:00:00,646915
2022-01-18 23:00:00,660742
2022-01-19 23:00:00,686735
2022-01-20 23:00:00,730673
2022-01-21 23:00:00,663206
2022-01-22 23:00:00,556915
2022-01-23 23:00:00,662654
2022-01-24 23:00:00,640670
2022-01-25 23:00:00,636790
2022-01-26 23:00:00,641750
2022-01-27 23:00:00,680663
2022-01-28 23:00:00,597692
2022-01-29 23:00:00,552363
2022-01-30 23:00:00,654842
2022-01-31 23:00:00,681936
2022-02-01 23:00:00,668489
2022-02-02 23:00:00,672926
2022-02-03 23:00:00,662753
2022-02-04 23:00:00,672388
2022-02-05 23:00:00,568293
2022-02-06 23:00:00,647245
2022-02-07 23:00:00,676658
2022-02-08 23:00:00,643857
2022-02-09 23:00:00,669782
2022-02-10 23:00:00,656561
2022-02-11 23:00:00,646600
2022-02-12 23:00:00,581236
2022-02-13 23:00:00,622619
2022-02-14 23:00:00,663065
2022-02-15 23:00:00,663206
2022-02-16 23:00:00,657768
2022-02-17 23:00:00,677078
2022-02-18 23:00:00,574818
2022-02-19 23:00:00,547093
2022-02-20 23:00:00,596943
2022-02-21 23:00:00,638536
2022-02-22 23:00:00,614372
2022-02-23 23:00:00,670509
2022-02-24 23:00:00,694052
2022-02-25 23:00:00,584557
2022-02-26 23:00:00,598361
2022-02-27 23:00:00,687982
2022-02-28 23:00:00,716754
2022-03-01 23:00:00,720515
2022-03-02 23:00:00,708250
2022-03-03 23:00:00,685909
2022-03-04 23:00:00,626796
2022-03-05 23:00:00,556075
2022-03-06 23:00:00,646698
2022-03-07 23:00:00,651616
2022-03-08 23:00:00,686938
2022-03-09 23:00:00,684903
2022-03-10 23:00:00,667267
2022-03-11 23:00:00,594583
2022-03-12 23:00:00,559031
2022-03-14 00:00:00,643306
2022-03-15 00:00:00,667426
2022-03-16 00:00:00,709528
2022-03-17 00:00:00,746873
2022-03-18 00:00:00,705944
2022-03-19 00:00:00,642358
2022-03-20 00:00:00,564117
2022-03-21 00:00:00,651677
2022-03-22 00:00:00,663027
2022-03-23 00:00:00,660251
2022-03-24 00:00:00,666773
2022-03-25 00:00:00,745053
2022-03-26 00:00:00,605479
2022-03-27 00:00:00,591736
2022-03-28 00:00:00,702238
2022-03-29 00:00:00,699042
2022-03-30 00:00:00,666065
2022-03-31 00:00:00,705065
2022-04-01 00:00:00,752534
2022-04-02 00:00:00,670653
2022-04-03 00:00:00,601109
2022-04-04 00:00:00,698823
2022-04-05 00:00:00,682625
2022-04-06 00:00:00,661220
2022-04-07 00:00:00,673329
2022-04-08 00:00:00,694120
2022-04-09 00:00:00,607783
2022-04-10 00:00:00,544441
2022-04-11 00:00:00,694885
2022-04-12 00:00:00,684787
2022-04-13 00:00:00,679017
2022-04-14 00:00:00,672749
2022-04-15 00:00:00,675224
2022-04-16 00:00:00,611971
2022-04-17 00:00:00,564566
2022-04-18 00:00:00,620791
2022-04-19 00:00:00,693507
