Timestamp,n-transactions-excluding-popular
2021-09-06 00:00:00,266706
2021-09-07 00:00:00,274230
2021-09-08 00:00:00,268147
2021-09-09 00:00:00,272268
2021-09-10 00:00:00,259309
2021-09-11 00:00:00,216557
2021-09-12 00:00:00,191036
2021-09-13 00:00:00,253978
2021-09-14 00:00:00,266169
2021-09-15 00:00:00,266921
2021-09-16 00:00:00,269128
2021-09-17 00:00:00,268859
2021-09-18 00:00:00,225807
2021-09-19 00:00:00,198822
2021-09-20 00:00:00,268004
2021-09-21 00:00:00,242520
2021-09-22 00:00:00,273042
2021-09-23 00:00:00,266610
2021-09-24 00:00:00,275358
2021-09-25 00:00:00,210776
2021-09-26 00:00:00,193656
2021-09-27 00:00:00,253851
2021-09-28 00:00:00,260413
2021-09-29 00:00:00,240043
2021-09-30 00:00:00,290790
2021-10-01 00:00:00,275053
2021-10-02 00:00:00,257855
2021-10-03 00:00:00,216304
2021-10-04 00:00:00,267265
2021-10-05 00:00:00,310372
2021-10-06 00:00:00,265891
2021-10-07 00:00:00,323317
2021-10-08 00:00:00,277752
2021-10-09 00:00:00,244271
2021-10-10 00:00:00,209758
2021-10-11 00:00:00,278064
2021-10-12 00:00:00,271990
2021-10-13 00:00:00,286917
2021-10-14 00:00:00,280285
2021-10-15 00:00:00,295415
2021-10-16 00:00:00,267858
2021-10-17 00:00:00,214110
2021-10-18 00:00:00,283337
2021-10-19 00:00:00,309762
2021-10-20 00:00:00,289732
2021-10-21 00:00:00,318167
2021-10-22 00:00:00,285405
2021-10-23 00:00:00,222200
2021-10-24 00:00:00,209470
2021-10-25 00:00:00,282545
2021-10-26 00:00:00,291891
2021-10-27 00:00:00,289908
2021-10-28 00:00:00,293275
2021-10-29 00:00:00,303529
2021-10-30 00:00:00,250069
2021-10-31 00:00:00,215575
2021-11-01 00:00:00,291122
2021-11-02 00:00:00,295201
2021-11-03 00:00:00,286655
2021-11-04 00:00:00,286926
2021-11-05 00:00:00,283855
2021-11-06 00:00:00,234381
2021-11-07 00:00:00,224325
2021-11-07 23:00:00,283940
2021-11-08 23:00:00,332698
2021-11-09 23:00:00,298827
2021-11-10 23:00:00,291462
2021-11-11 23:00:00,280084
2021-11-12 23:00:00,236913
2021-11-13 23:00:00,222389
2021-11-14 23:00:00,286413
2021-11-15 23:00:00,298872
2021-11-16 23:00:00,289004
2021-11-17 23:00:00,292929
2021-11-18 23:00:00,284006
2021-11-19 23:00:00,248769
2021-11-20 23:00:00,221938
2021-11-21 23:00:00,278061
2021-11-22 23:00:00,282255
2021-11-23 23:00:00,297809
2021-11-24 23:00:00,286528
2021-11-25 23:00:00,291874
2021-11-26 23:00:00,240082
2021-11-27 23:00:00,213117
2021-11-28 23:00:00,300557
2021-11-29 23:00:00,293121
2021-11-30 23:00:00,287704
2021-12-01 23:00:00,312397
2021-12-02 23:00:00,289398
2021-12-03 23:00:00,252919
2021-12-04 23:00:00,214332
2021-12-05 23:00:00,282898
2021-12-06 23:00:00,286482
2021-12-07 23:00:00,264598
2021-12-08 23:00:00,280932
2021-12-09 23:00:00,269781
2021-12-10 23:00:00,224288
2021-12-11 23:00:00,212798
2021-12-12 23:00:00,276455
2021-12-13 23:00:00,276766
2021-12-14 23:00:00,280119
2021-12-15 23:00:00,255588
2021-12-16 23:00:00,262858
2021-12-17 23:00:00,238573
2021-12-18 23:00:00,206166
2021-12-19 23:00:00,266317
2021-12-20 23:00:00,304094
2021-12-21 23:00:00,287888
2021-12-22 23:00:00,291172
2021-12-23 23:00:00,259983
2021-12-24 23:00:00,207218
2021-12-25 23:00:00,198037
2021-12-26 23:00:00,248936
2021-12-27 23:00:00,264818
2021-12-28 23:00:00,275371
2021-12-29 23:00:00,244381
2021-12-30 23:00:00,268833
2021-12-31 23:00:00,186330
2022-01-01 23:00:00,196370
2022-01-02 23:00:00,234213
2022-01-03 23:00:00,272070
2022-01-04 23:00:00,271567
2022-01-05 23:00:00,264203
2022-01-06 23:00:00,254736
2022-01-07 23:00:00,223415
2022-01-08 23:00:00,209654
2022-01-09 23:00:00,266175
2022-01-10 23:00:00,277093
2022-01-11 23:00:00,271354
2022-01-12 23:00:00,273914
2022-01-13 23:00:00,270325
2022-01-14 23:00:00,233864
2022-01-15 23:00:00,215659
2022-01-16 23:00:00,257586
2022-01-17 23:00:00,264487
2022-01-18 23:00:00,269748
2022-01-19 23:00:00,270708
2022-01-20 23:00:00,271732
2022-01-21 23:00:00,249695
2022-01-22 23:00:00,203533
2022-01-23 23:00:00,270131
2022-01-24 23:00:00,264566
2022-01-25 23:00:00,260530
2022-01-26 23:00:00,255377
2022-01-27 23:00:00,264089
2022-01-28 23:00:00,230555
2022-01-29 23:00:00,206705
2022-01-30 23:00:00,262856
2022-01-31 23:00:00,272393
2022-02-01 23:00:00,278440
2022-02-02 23:00:00,264851
2022-02-03 23:00:00,247425
2022-02-04 23:00:00,258182
2022-02-05 23:00:00,218665
2022-02-06 23:00:00,261503
2022-02-07 23:00:00,276286
2022-02-08 23:00:00,265268
2022-02-09 23:00:00,260274
2022-02-10 23:00:00,258118
2022-02-11 23:00:00,227701
2022-02-12 23:00:00,208533
2022-02-13 23:00:00,247032
2022-02-14 23:00:00,273104
2022-02-15 23:00:00,266285
2022-02-16 23:00:00,255056
2022-02-17 23:00:00,260521
2022-02-18 23:00:00,220209
2022-02-19 23:00:00,200102
2022-02-20 23:00:00,236909
2022-02-21 23:00:00,259744
2022-02-22 23:00:00,250760
2022-02-23 23:00:00,253532
2022-02-24 23:00:00,259798
2022-02-25 23:00:00,219930
2022-02-26 23:00:00,210597
2022-02-27 23:00:00,270253
2022-02-28 23:00:00,279982
2022-03-01 23:00:00,288059
2022-03-02 23:00:00,267666
2022-03-03 23:00:00,261532
2022-03-04 23:00:00,224789
2022-03-05 23:00:00,206628
2022-03-06 23:00:00,254859
2022-03-07 23:00:00,255192
2022-03-08 23:00:00,272306
2022-03-09 23:00:00,260961
2022-03-10 23:00:00,251877
2022-03-11 23:00:00,224656
2022-03-12 23:00:00,207613
2022-03-14 00:00:00,259056
2022-03-15 00:00:00,262655
2022-03-16 00:00:00,275886
2022-03-17 00:00:00,278306
2022-03-18 00:00:00,260803
2022-03-19 00:00:00,241944
2022-03-20 00:00:00,210147
2022-03-21 00:00:00,259443
2022-03-22 00:00:00,264084
2022-03-23 00:00:00,263691
2022-03-24 00:00:00,262472
2022-03-25 00:00:00,290168
2022-03-26 00:00:00,230573
2022-03-27 00:00:00,217754
2022-03-28 00:00:00,292765
2022-03-29 00:00:00,286259
2022-03-30 00:00:00,272391
2022-03-31 00:00:00,278674
2022-04-01 00:00:00,283521
2022-04-02 00:00:00,253859
2022-04-03 00:00:00,225087
2022-04-04 00:00:00,274586
2022-04-05 00:00:00,272876
2022-04-06 00:00:00,273047
2022-04-07 00:00:00,268828
2022-04-08 00:00:00,266232
2022-04-09 00:00:00,232300
2022-04-10 00:00:00,215967
2022-04-11 00:00:00,276066
2022-04-12 00:00:00,278318
2022-04-13 00:00:00,276453
2022-04-14 00:00:00,265052
2022-04-15 00:00:00,254422
2022-04-16 00:00:00,225108
2022-04-17 00:00:00,206957
2022-04-18 00:00:00,245949
2022-04-19 00:00:00,272681
