Timestamp,transaction-fees-usd
2019-07-05 00:00:00,845910.767197594
2019-07-06 00:00:00,591338.791661809
2019-07-07 00:00:00,515817.543758811
2019-07-08 00:00:00,824039.422571149
2019-07-09 00:00:00,892835.558041145
2019-07-10 00:00:00,1086524.89866567
2019-07-11 00:00:00,938029.070508979
2019-07-12 00:00:00,785807.997424085
2019-07-13 00:00:00,507503.780193075
2019-07-14 00:00:00,441247.688127061
2019-07-15 00:00:00,664514.691084682
2019-07-16 00:00:00,659843.584877347
2019-07-17 00:00:00,617041.070608925
2019-07-18 00:00:00,724678.519566523
2019-07-19 00:00:00,744624.801853779
2019-07-20 00:00:00,540233.807603992
2019-07-21 00:00:00,396537.032389333
2019-07-22 00:00:00,573311.407711612
2019-07-23 00:00:00,521481.250824026
2019-07-24 00:00:00,484498.810267531
2019-07-25 00:00:00,566785.45982141
2019-07-26 00:00:00,454566.318251447
2019-07-27 00:00:00,321163.797224231
2019-07-28 00:00:00,251048.80705653
2019-07-29 00:00:00,380851.48467158
2019-07-30 00:00:00,575915.399547729
2019-07-31 00:00:00,528796.6554116
2019-08-01 00:00:00,478453.132948785
2019-08-02 00:00:00,468543.095737674
2019-08-03 00:00:00,296718.327918495
2019-08-04 00:00:00,214910.612571403
2019-08-05 00:00:00,505603.57497006
2019-08-06 00:00:00,539637.9061049
2019-08-07 00:00:00,836116.026928645
2019-08-08 00:00:00,832669.063714055
2019-08-09 00:00:00,776052.01079988
2019-08-10 00:00:00,461029.366037485
2019-08-11 00:00:00,348662.346249778
2019-08-12 00:00:00,584463.94338514
2019-08-13 00:00:00,847429.841589095
2019-08-14 00:00:00,615428.02705366
2019-08-15 00:00:00,548478.120394696
2019-08-16 00:00:00,545927.99114816
2019-08-17 00:00:00,364588.770434759
2019-08-18 00:00:00,300219.230049329
2019-08-19 00:00:00,452847.464343655
2019-08-20 00:00:00,511446.420869311
2019-08-21 00:00:00,536157.939917247
2019-08-22 00:00:00,542320.457839831
2019-08-23 00:00:00,429816.506458361
2019-08-24 00:00:00,306393.990716953
2019-08-25 00:00:00,218966.721000945
2019-08-26 00:00:00,343236.6536065
2019-08-27 00:00:00,349517.819342665
2019-08-28 00:00:00,340900.619152829
2019-08-29 00:00:00,327068.752371414
2019-08-30 00:00:00,330918.614585244
2019-08-31 00:00:00,231118.102452182
2019-09-01 00:00:00,192857.491518899
2019-09-02 00:00:00,296605.726100961
2019-09-03 00:00:00,411641.215443005
2019-09-04 00:00:00,394343.837806005
2019-09-05 00:00:00,388137.878601865
2019-09-06 00:00:00,400050.934290715
2019-09-07 00:00:00,280519.62622398
2019-09-08 00:00:00,227764.129588358
2019-09-09 00:00:00,337008.495786183
2019-09-10 00:00:00,382099.32054375
2019-09-11 00:00:00,350939.249230745
2019-09-12 00:00:00,301258.287006113
2019-09-13 00:00:00,284160.60451526
2019-09-14 00:00:00,218080.94915119
2019-09-15 00:00:00,189078.29735992
2019-09-16 00:00:00,300774.59147465
2019-09-17 00:00:00,354067.115070955
2019-09-18 00:00:00,348109.777028755
2019-09-19 00:00:00,372578.711265455
2019-09-20 00:00:00,326104.835898615
2019-09-21 00:00:00,235104.366842535
2019-09-22 00:00:00,205263.068586035
2019-09-23 00:00:00,322033.79822979
2019-09-24 00:00:00,368707.329806856
2019-09-25 00:00:00,365233.861125324
2019-09-26 00:00:00,273228.615202201
2019-09-27 00:00:00,280602.48254671
2019-09-28 00:00:00,188936.07082534
2019-09-29 00:00:00,172177.22339787
2019-09-30 00:00:00,333119.613915386
2019-10-01 00:00:00,403337.23901577
2019-10-02 00:00:00,313652.94602343
2019-10-03 00:00:00,311350.757190075
2019-10-04 00:00:00,226393.664453062
2019-10-05 00:00:00,155773.67183367
2019-10-06 00:00:00,135228.830037485
2019-10-07 00:00:00,198859.453202018
2019-10-08 00:00:00,230203.19963552
2019-10-09 00:00:00,254141.671543019
2019-10-10 00:00:00,287692.428761435
2019-10-11 00:00:00,235768.354219275
2019-10-12 00:00:00,173014.92217867
2019-10-13 00:00:00,137194.612373259
2019-10-14 00:00:00,200105.439853395
2019-10-15 00:00:00,214398.45841461
2019-10-16 00:00:00,234620.7162171
2019-10-17 00:00:00,207217.554056628
2019-10-18 00:00:00,198614.21529076
2019-10-19 00:00:00,146309.781508489
2019-10-20 00:00:00,127115.42306344
2019-10-21 00:00:00,171805.435831125
2019-10-22 00:00:00,182479.604364675
2019-10-23 00:00:00,239788.599189551
2019-10-24 00:00:00,215697.434247815
2019-10-25 00:00:00,286760.518676085
2019-10-26 00:00:00,445087.894565378
2019-10-27 00:00:00,320039.897030037
2019-10-28 00:00:00,359930.913188018
2019-10-29 00:00:00,332482.893657135
2019-10-30 00:00:00,313077.23449782
2019-10-31 00:00:00,325657.552920955
2019-11-01 00:00:00,371297.615944411
2019-11-02 00:00:00,257824.36455153
2019-11-03 00:00:00,241157.743836065
2019-11-03 23:00:00,448652.672439049
2019-11-04 23:00:00,409189.59606168
2019-11-05 23:00:00,361228.763443005
2019-11-06 23:00:00,367032.923766871
2019-11-07 23:00:00,366614.287376285
2019-11-08 23:00:00,259400.115939804
2019-11-09 23:00:00,213741.528929005
2019-11-10 23:00:00,259985.212866615
2019-11-11 23:00:00,250157.402188155
2019-11-12 23:00:00,300288.6804147
2019-11-13 23:00:00,258105.987608035
2019-11-14 23:00:00,254521.850697922
2019-11-15 23:00:00,194291.70411461
2019-11-16 23:00:00,179533.54902277
2019-11-17 23:00:00,233181.518608715
2019-11-18 23:00:00,281157.514506039
2019-11-19 23:00:00,225593.067385055
2019-11-20 23:00:00,288483.995467707
2019-11-21 23:00:00,293852.977650535
2019-11-22 23:00:00,158369.28465501
2019-11-23 23:00:00,121515.702754575
2019-11-24 23:00:00,229849.979624974
2019-11-25 23:00:00,284539.00114635
2019-11-26 23:00:00,245831.557247821
2019-11-27 23:00:00,198679.948796128
2019-11-28 23:00:00,259011.738628015
2019-11-29 23:00:00,208511.820185835
2019-11-30 23:00:00,161101.37229726
2019-12-01 23:00:00,190622.906405845
2019-12-02 23:00:00,186384.614615595
2019-12-03 23:00:00,217050.154483835
2019-12-04 23:00:00,170391.635783243
2019-12-05 23:00:00,185216.821433886
2019-12-06 23:00:00,136488.492932575
2019-12-07 23:00:00,108697.90092066
2019-12-08 23:00:00,162681.966484135
2019-12-09 23:00:00,169332.855391595
2019-12-10 23:00:00,177337.582885545
2019-12-11 23:00:00,161743.952500285
2019-12-12 23:00:00,163140.7159923
2019-12-13 23:00:00,111357.45764521
2019-12-14 23:00:00,144956.049736998
2019-12-15 23:00:00,156312.460524745
2019-12-16 23:00:00,155377.70409706
2019-12-17 23:00:00,187707.777228705
2019-12-18 23:00:00,209201.792612032
2019-12-19 23:00:00,182153.207526775
2019-12-20 23:00:00,118710.31831236
2019-12-21 23:00:00,92345.473466835
2019-12-22 23:00:00,141805.76463966
2019-12-23 23:00:00,128678.07161855
2019-12-24 23:00:00,94697.78636791
2019-12-25 23:00:00,144847.774239277
2019-12-26 23:00:00,125276.93713638
2019-12-27 23:00:00,100746.286225477
2019-12-28 23:00:00,92621.517625755
2019-12-29 23:00:00,116649.654471028
2019-12-30 23:00:00,106897.286097356
2019-12-31 23:00:00,71819.535881825
2020-01-01 23:00:00,97556.22325633
2020-01-02 23:00:00,118804.925808477
2020-01-03 23:00:00,91050.14425706
2020-01-04 23:00:00,88532.5113295912
2020-01-05 23:00:00,156240.581115435
2020-01-06 23:00:00,202056.637165872
2020-01-07 23:00:00,253639.224523445
2020-01-08 23:00:00,234889.71334373
2020-01-09 23:00:00,269893.769357924
2020-01-10 23:00:00,149746.64073864
2020-01-11 23:00:00,118506.942755045
2020-01-12 23:00:00,142861.33139231
2020-01-13 23:00:00,224956.373426505
2020-01-14 23:00:00,274928.824865575
2020-01-15 23:00:00,207176.854595105
2020-01-16 23:00:00,215116.699962192
2020-01-17 23:00:00,158075.07604825
2020-01-18 23:00:00,148402.37484248
2020-01-19 23:00:00,146878.042932375
2020-01-20 23:00:00,177281.741405005
2020-01-21 23:00:00,190275.091249285
2020-01-22 23:00:00,178026.067869385
2020-01-23 23:00:00,136250.29893946
2020-01-24 23:00:00,94726.76568995
2020-01-25 23:00:00,90371.85278697
2020-01-26 23:00:00,173263.866481225
2020-01-27 23:00:00,207611.508410945
2020-01-28 23:00:00,190781.284329835
2020-01-29 23:00:00,187287.000429768
2020-01-30 23:00:00,210266.864066575
2020-01-31 23:00:00,163807.06832045
2020-02-01 23:00:00,159250.34390695
2020-02-02 23:00:00,200811.004641575
2020-02-03 23:00:00,218242.472432848
2020-02-04 23:00:00,241354.06834986
2020-02-05 23:00:00,271923.595613535
2020-02-06 23:00:00,308132.36494327
2020-02-07 23:00:00,213029.1989374
2020-02-08 23:00:00,200784.756380835
2020-02-09 23:00:00,279935.034812314
2020-02-10 23:00:00,352891.21008744
2020-02-11 23:00:00,387378.485979585
2020-02-12 23:00:00,364422.754256368
2020-02-13 23:00:00,330638.826502205
2020-02-14 23:00:00,289854.441457135
2020-02-15 23:00:00,213823.583470045
2020-02-16 23:00:00,248493.44878495
2020-02-17 23:00:00,299239.02798569
2020-02-18 23:00:00,321939.09125211
2020-02-19 23:00:00,266434.874030725
2020-02-20 23:00:00,228330.194344265
2020-02-21 23:00:00,177059.21594133
2020-02-22 23:00:00,164055.823625785
2020-02-23 23:00:00,222941.471373335
2020-02-24 23:00:00,241495.287671946
2020-02-25 23:00:00,264807.431043065
2020-02-26 23:00:00,237352.83405567
2020-02-27 23:00:00,228249.806726255
2020-02-28 23:00:00,160837.600123555
2020-02-29 23:00:00,123696.95896551
2020-03-01 23:00:00,201941.75478917
2020-03-02 23:00:00,217280.980321935
2020-03-03 23:00:00,215896.21950216
2020-03-04 23:00:00,220221.476485165
2020-03-05 23:00:00,243122.00573979
2020-03-06 23:00:00,169394.580492015
2020-03-07 23:00:00,139865.50707628
2020-03-09 00:00:00,201358.450743183
2020-03-10 00:00:00,222006.248720077
2020-03-11 00:00:00,231568.26789909
2020-03-12 00:00:00,391127.876922815
2020-03-13 00:00:00,441659.151184846
2020-03-14 00:00:00,286980.174486856
2020-03-15 00:00:00,234918.506043555
2020-03-16 00:00:00,313356.24227754
2020-03-17 00:00:00,330277.543553364
2020-03-18 00:00:00,310354.719294655
2020-03-19 00:00:00,394298.832836978
2020-03-20 00:00:00,517762.907913405
2020-03-21 00:00:00,290303.628415855
2020-03-22 00:00:00,204586.143648206
2020-03-23 00:00:00,317062.669366249
2020-03-24 00:00:00,297674.3581887
2020-03-25 00:00:00,303494.188675113
2020-03-26 00:00:00,366817.285029733
2020-03-27 00:00:00,278310.005421215
2020-03-28 00:00:00,181312.68336178
2020-03-29 00:00:00,129282.041117055
2020-03-30 00:00:00,164907.129901515
2020-03-31 00:00:00,187635.353086023
2020-04-01 00:00:00,169072.93673951
2020-04-02 00:00:00,168345.002720967
2020-04-03 00:00:00,176394.673256326
2020-04-04 00:00:00,113034.25148237
2020-04-05 00:00:00,92753.6266792
2020-04-06 00:00:00,149386.933186148
2020-04-07 00:00:00,186825.764900079
2020-04-08 00:00:00,165317.671523745
2020-04-09 00:00:00,170337.190654418
2020-04-10 00:00:00,144680.59318499
2020-04-11 00:00:00,95448.18963293
2020-04-12 00:00:00,89377.213106895
2020-04-13 00:00:00,114113.232737325
2020-04-14 00:00:00,154671.635339455
2020-04-15 00:00:00,180221.73745236
2020-04-16 00:00:00,198528.97918529
2020-04-17 00:00:00,183924.940806665
2020-04-18 00:00:00,137861.278558785
2020-04-19 00:00:00,111572.46401451
2020-04-20 00:00:00,154876.97915905
2020-04-21 00:00:00,161936.74560551
2020-04-22 00:00:00,178220.413801023
2020-04-23 00:00:00,300990.1671429
2020-04-24 00:00:00,281706.55217529
2020-04-25 00:00:00,209882.174790355
2020-04-26 00:00:00,158510.647644783
2020-04-27 00:00:00,218381.651089275
2020-04-28 00:00:00,214812.785011675
2020-04-29 00:00:00,445085.891699809
2020-04-30 00:00:00,971607.283471105
2020-05-01 00:00:00,997350.01386165
2020-05-02 00:00:00,605690.790770165
2020-05-03 00:00:00,514184.098905119
2020-05-04 00:00:00,588614.779659312
2020-05-05 00:00:00,641549.51406749
2020-05-06 00:00:00,668834.405895864
2020-05-07 00:00:00,840525.08231752
2020-05-08 00:00:00,1034676.87050096
2020-05-09 00:00:00,847586.646695398
2020-05-10 00:00:00,555622.759303741
2020-05-11 00:00:00,785376.964002169
2020-05-12 00:00:00,962885.958666815
2020-05-13 00:00:00,997849.367271426
2020-05-14 00:00:00,1399772.35128988
2020-05-15 00:00:00,1539241.85207204
2020-05-16 00:00:00,1018775.6908057
2020-05-17 00:00:00,972748.49211133
2020-05-18 00:00:00,1657263.60620265
2020-05-19 00:00:00,1803715.02037417
2020-05-20 00:00:00,1857616.11969975
2020-05-21 00:00:00,1861114.57557815
2020-05-22 00:00:00,1447001.42415917
2020-05-23 00:00:00,994049.25519165
2020-05-24 00:00:00,669463.838781515
2020-05-25 00:00:00,812882.458533699
2020-05-26 00:00:00,721876.362825904
2020-05-27 00:00:00,745727.631938745
2020-05-28 00:00:00,826468.01321037
2020-05-29 00:00:00,898408.814543075
2020-05-30 00:00:00,650716.372014456
2020-05-31 00:00:00,582754.267796826
2020-06-01 00:00:00,766439.64780061
2020-06-02 00:00:00,965817.93220643
2020-06-03 00:00:00,784999.11860107
2020-06-04 00:00:00,605764.20040038
2020-06-05 00:00:00,546338.93998952
2020-06-06 00:00:00,310840.27498877
2020-06-07 00:00:00,252841.514500095
2020-06-08 00:00:00,411865.624322125
2020-06-09 00:00:00,343909.918917795
2020-06-10 00:00:00,375636.38666696
2020-06-11 00:00:00,370845.026593711
2020-06-12 00:00:00,281531.456330825
2020-06-13 00:00:00,199849.65917518
2020-06-14 00:00:00,154256.537838495
2020-06-15 00:00:00,317051.224608405
2020-06-16 00:00:00,487981.960086835
2020-06-17 00:00:00,454573.10823802
2020-06-18 00:00:00,421236.57968918
2020-06-19 00:00:00,462543.22769752
2020-06-20 00:00:00,278926.50234774
2020-06-21 00:00:00,239065.2058985
2020-06-22 00:00:00,343583.95117743
2020-06-23 00:00:00,441882.52022986
2020-06-24 00:00:00,398689.9593605
2020-06-25 00:00:00,369944.67320617
2020-06-26 00:00:00,318505.682806057
2020-06-27 00:00:00,213082.68396448
2020-06-28 00:00:00,178468.48756926
2020-06-29 00:00:00,304297.302716275
2020-06-30 00:00:00,392985.46204946
2020-07-01 00:00:00,592471.561264635
2020-07-02 00:00:00,512223.954237295
2020-07-03 00:00:00,498172.581762145
2020-07-04 00:00:00,289621.60591
2020-07-05 00:00:00,227271.55629459
2020-07-06 00:00:00,349099.4013014
2020-07-07 00:00:00,379330.84595956
2020-07-08 00:00:00,446715.382095575
2020-07-09 00:00:00,518086.103640047
2020-07-10 00:00:00,449036.91445103
2020-07-11 00:00:00,301953.49757442
2020-07-12 00:00:00,227342.071313755
2020-07-13 00:00:00,379987.8628078
2020-07-14 00:00:00,589562.93017444
2020-07-15 00:00:00,593077.084228825
2020-07-16 00:00:00,713386.344949841
2020-07-17 00:00:00,705962.40619956
2020-07-18 00:00:00,702713.66922192
2020-07-19 00:00:00,425753.81677879
2020-07-20 00:00:00,720946.188139906
2020-07-21 00:00:00,952835.609468845
2020-07-22 00:00:00,1340980.61846802
2020-07-23 00:00:00,1289400.95421377
2020-07-24 00:00:00,1189465.04264751
2020-07-25 00:00:00,859187.56193061
2020-07-26 00:00:00,760125.978751335
2020-07-27 00:00:00,1286923.31716324
2020-07-28 00:00:00,2064772.36126898
2020-07-29 00:00:00,1939683.1268756
2020-07-30 00:00:00,1987589.69845539
2020-07-31 00:00:00,1925603.84921735
2020-08-01 00:00:00,1492321.67169172
2020-08-02 00:00:00,1207471.72131422
2020-08-03 00:00:00,1468368.82847356
2020-08-04 00:00:00,1251523.15707219
2020-08-05 00:00:00,1571054.89168858
2020-08-06 00:00:00,2308957.9382111
2020-08-07 00:00:00,1622904.81880481
2020-08-08 00:00:00,923272.89716504
2020-08-09 00:00:00,731043.23911036
2020-08-10 00:00:00,1589298.8115932
2020-08-11 00:00:00,1762181.82905809
2020-08-12 00:00:00,1435644.2900604
2020-08-13 00:00:00,1260101.67914107
2020-08-14 00:00:00,1278361.99223642
2020-08-15 00:00:00,808950.66224013
2020-08-16 00:00:00,719177.56749196
2020-08-17 00:00:00,991647.71750867
2020-08-18 00:00:00,1945202.57585174
2020-08-19 00:00:00,1740787.7512791448
2020-08-20 00:00:00,1542784.7669190455
2020-08-21 00:00:00,1596550.3198852034
2020-08-22 00:00:00,1084930.1619194099
2020-08-23 00:00:00,698530.3493479552
2020-08-24 00:00:00,921389.1496424453
2020-08-25 00:00:00,1044881.0658189099
2020-08-26 00:00:00,1236888.4032348553
2020-08-27 00:00:00,1402562.63726198
2020-08-28 00:00:00,1197064.8298479978
2020-08-29 00:00:00,757703.1379612649
2020-08-30 00:00:00,744364.36462156
2020-08-31 00:00:00,1091099.8493408803
2020-09-01 00:00:00,1498947.0520710347
2020-09-02 00:00:00,1480552.9549796847
2020-09-03 00:00:00,1476644.3253239552
2020-09-04 00:00:00,1625864.517255361
2020-09-05 00:00:00,1246301.263576392
2020-09-06 00:00:00,724483.0170601325
2020-09-07 00:00:00,988468.9795823685
2020-09-08 00:00:00,850675.1157147604
2020-09-09 00:00:00,910163.3013048801
2020-09-10 00:00:00,1140820.8021463135
2020-09-11 00:00:00,980945.9779411131
2020-09-12 00:00:00,608918.2842913998
2020-09-13 00:00:00,509032.02982522396
2020-09-14 00:00:00,806616.0581740414
2020-09-15 00:00:00,831298.2620308343
2020-09-16 00:00:00,847678.0897720396
2020-09-17 00:00:00,771947.4737474852
2020-09-18 00:00:00,757383.619657055
2020-09-19 00:00:00,523699.8649147499
2020-09-20 00:00:00,359928.54842193995
2020-09-21 00:00:00,649684.1829644282
2020-09-22 00:00:00,776069.7873603869
2020-09-23 00:00:00,1002747.45536237
2020-09-24 00:00:00,870012.8368624152
2020-09-25 00:00:00,837679.47297812
2020-09-26 00:00:00,448045.9788256948
2020-09-27 00:00:00,407015.393363995
2020-09-28 00:00:00,629103.34552623
2020-09-29 00:00:00,889805.5118573454
2020-09-30 00:00:00,1019664.4617825851
2020-10-01 00:00:00,1094199.49298434
2020-10-02 00:00:00,1288160.7260960203
2020-10-03 00:00:00,772418.7991438297
2020-10-04 00:00:00,591853.718426455
2020-10-05 00:00:00,1082768.7349297388
2020-10-06 00:00:00,1220125.232074085
2020-10-07 00:00:00,1179806.910240235
2020-10-08 00:00:00,1111494.6628677805
2020-10-09 00:00:00,1217905.2370317401
2020-10-10 00:00:00,859894.8560518993
2020-10-11 00:00:00,583799.63049384
2020-10-12 00:00:00,857905.4757339802
2020-10-13 00:00:00,850506.8766397453
2020-10-14 00:00:00,849905.9962739248
2020-10-15 00:00:00,897788.0672735148
2020-10-16 00:00:00,728436.3441653196
2020-10-17 00:00:00,405357.8910331651
2020-10-18 00:00:00,416658.8618328352
2020-10-19 00:00:00,588446.3545453851
2020-10-20 00:00:00,924870.2824900897
2020-10-21 00:00:00,1461640.0124157898
2020-10-22 00:00:00,2197550.043336765
2020-10-23 00:00:00,1880521.7225218704
2020-10-24 00:00:00,1240565.6932479746
2020-10-25 00:00:00,851879.590892079
2020-10-26 00:00:00,1452362.6074525302
2020-10-27 00:00:00,2581159.896334148
2020-10-28 00:00:00,3041572.4046883765
2020-10-29 00:00:00,3459471.099815416
2020-10-30 00:00:00,3523576.416338579
2020-10-31 00:00:00,3627758.7209600853
2020-11-01 00:00:00,2455878.6754980492
2020-11-01 23:00:00,2838663.756504813
2020-11-02 23:00:00,3937585.748946049
2020-11-03 23:00:00,2847435.0011881893
2020-11-04 23:00:00,4605834.214338379
2020-11-05 23:00:00,3787397.489026407
2020-11-06 23:00:00,2078844.1396717667
2020-11-07 23:00:00,1486150.5462957078
2020-11-08 23:00:00,2222515.5136517254
2020-11-09 23:00:00,2371662.7151001506
2020-11-10 23:00:00,1680247.5346764904
2020-11-11 23:00:00,1651053.5760287244
2020-11-12 23:00:00,1672393.3189727846
2020-11-13 23:00:00,966706.4515975019
2020-11-14 23:00:00,678248.0659319302
2020-11-15 23:00:00,1373930.45896033
2020-11-16 23:00:00,1560223.3534756592
2020-11-17 23:00:00,1782231.6113051106
2020-11-18 23:00:00,1690198.5264329829
2020-11-19 23:00:00,1403265.7632119705
2020-11-20 23:00:00,878179.623758941
2020-11-21 23:00:00,591242.6145193098
2020-11-22 23:00:00,1044802.6451119351
2020-11-23 23:00:00,1635711.4308012445
2020-11-24 23:00:00,1881507.4472874578
2020-11-25 23:00:00,1814488.2399802904
2020-11-26 23:00:00,1433816.2305713617
2020-11-27 23:00:00,985192.5600987038
2020-11-28 23:00:00,724095.046996837
2020-11-29 23:00:00,1377090.2623018543
2020-11-30 23:00:00,2799806.7092940426
2020-12-01 23:00:00,2523414.1239952436
2020-12-02 23:00:00,2817492.2961092372
2020-12-03 23:00:00,2078420.16068361
2020-12-04 23:00:00,1332834.5969845348
2020-12-05 23:00:00,926834.513242693
2020-12-06 23:00:00,1313874.8929277996
2020-12-07 23:00:00,1406369.8877137501
2020-12-08 23:00:00,1323373.801235514
2020-12-09 23:00:00,1353547.1014916445
2020-12-10 23:00:00,1275734.2288770021
2020-12-11 23:00:00,942759.8594338422
2020-12-12 23:00:00,755747.2441937736
2020-12-13 23:00:00,1136052.3789919598
2020-12-14 23:00:00,1388313.33562396
2020-12-15 23:00:00,1662246.5251565648
2020-12-16 23:00:00,3764622.346848548
2020-12-17 23:00:00,4510788.664858939
2020-12-18 23:00:00,2800254.8415594446
2020-12-19 23:00:00,1740165.757397466
2020-12-20 23:00:00,3241780.36614949
2020-12-21 23:00:00,3087551.77943903
2020-12-22 23:00:00,3369707.107698524
2020-12-23 23:00:00,2476837.2449134532
2020-12-24 23:00:00,2217720.4869432994
2020-12-25 23:00:00,1776182.1317216118
2020-12-26 23:00:00,2494179.2672424708
2020-12-27 23:00:00,2711235.3111817744
2020-12-28 23:00:00,2828428.115468294
2020-12-29 23:00:00,2978522.5458025564
2020-12-30 23:00:00,3279398.7726500155
2020-12-31 23:00:00,1455398.2078534113
2021-01-01 23:00:00,2504284.3156627547
2021-01-02 23:00:00,2893753.6352049857
2021-01-03 23:00:00,3516375.453386646
2021-01-04 23:00:00,3677640.8004324054
2021-01-05 23:00:00,4477049.4851396065
2021-01-06 23:00:00,4701567.105017461
2021-01-07 23:00:00,5435433.863222621
2021-01-08 23:00:00,4571160.4769916665
2021-01-09 23:00:00,3643194.912175911
2021-01-10 23:00:00,4563809.325475646
2021-01-11 23:00:00,5843153.716853884
2021-01-12 23:00:00,4725847.947130554
2021-01-13 23:00:00,5760122.5729426
2021-01-14 23:00:00,5500740.880559786
2021-01-15 23:00:00,3324821.305439297
2021-01-16 23:00:00,2359708.0570458584
2021-01-17 23:00:00,3085563.262248467
2021-01-18 23:00:00,3635331.922466609
2021-01-19 23:00:00,3281456.6810408197
2021-01-20 23:00:00,3920315.5779263503
2021-01-21 23:00:00,3691982.6629112507
2021-01-22 23:00:00,2439615.6205648743
2021-01-23 23:00:00,1863241.6460687814
2021-01-24 23:00:00,3430771.1712717446
2021-01-25 23:00:00,2628887.223134517
2021-01-26 23:00:00,2576778.6193597983
2021-01-27 23:00:00,2799236.5101656364
2021-01-28 23:00:00,5927830.549549784
2021-01-29 23:00:00,4717602.895583362
2021-01-30 23:00:00,3354950.926542222
2021-01-31 23:00:00,4428334.453749844
2021-02-01 23:00:00,5206601.055430933
2021-02-02 23:00:00,4914131.689372337
2021-02-03 23:00:00,6272363.342283791
2021-02-04 23:00:00,5484953.255958728
2021-02-05 23:00:00,4773344.524637156
2021-02-06 23:00:00,3278905.683908417
2021-02-07 23:00:00,5870830.670150638
2021-02-08 23:00:00,9291436.043097354
2021-02-09 23:00:00,7780335.760316885
2021-02-10 23:00:00,8872186.489498895
2021-02-11 23:00:00,9813445.721500803
2021-02-12 23:00:00,6946334.441674999
2021-02-13 23:00:00,5155853.47150963
2021-02-14 23:00:00,5911922.730046334
2021-02-15 23:00:00,5865760.699015841
2021-02-16 23:00:00,7250739.439918746
2021-02-17 23:00:00,7867926.502137245
2021-02-18 23:00:00,8560343.8188442
2021-02-19 23:00:00,8324614.345056749
2021-02-20 23:00:00,6621047.289411742
2021-02-21 23:00:00,7195847.117661797
2021-02-22 23:00:00,9057970.466547955
2021-02-23 23:00:00,9584737.31624315
2021-02-24 23:00:00,7734467.165401474
2021-02-25 23:00:00,6938220.679978245
2021-02-26 23:00:00,4914902.241621362
2021-02-27 23:00:00,3716584.1736537777
2021-02-28 23:00:00,5830065.236725032
2021-03-01 23:00:00,6547506.395661628
