Timestamp,estimated-transaction-volume
2020-11-15 23:00:00,142732.5278929499
2020-11-16 23:00:00,181281.85333922997
2020-11-17 23:00:00,231375.53073303992
2020-11-18 23:00:00,148181.44045960004
2020-11-19 23:00:00,227786.31927440004
2020-11-20 23:00:00,120634.32170732995
2020-11-21 23:00:00,78963.93118706
2020-11-22 23:00:00,146336.89543220002
2020-11-23 23:00:00,219739.99051476
2020-11-24 23:00:00,187608.88242723997
2020-11-25 23:00:00,205207.80888847006
2020-11-26 23:00:00,209319.16610076
2020-11-27 23:00:00,75790.24754619996
2020-11-28 23:00:00,75273.85776333
2020-11-29 23:00:00,174045.0424795999
2020-11-30 23:00:00,239398.77381604
2020-12-01 23:00:00,157633.2134041599
2020-12-02 23:00:00,141981.73842658996
2020-12-03 23:00:00,162656.5754901901
2020-12-04 23:00:00,65725.79167388998
2020-12-05 23:00:00,52342.98136957
2020-12-06 23:00:00,109478.32196920007
2020-12-07 23:00:00,199640.1308773499
2020-12-08 23:00:00,142289.25044238
2020-12-09 23:00:00,211693.5757270099
2020-12-10 23:00:00,162206.33931064003
2020-12-11 23:00:00,104784.24717678
2020-12-12 23:00:00,178997.75355398993
2020-12-13 23:00:00,140039.58424129002
2020-12-14 23:00:00,160706.07545407003
2020-12-15 23:00:00,209514.45641449
2020-12-16 23:00:00,245026.81111816986
2020-12-17 23:00:00,269861.73048439994
2020-12-18 23:00:00,118538.22597463
2020-12-19 23:00:00,103361.44931117998
2020-12-20 23:00:00,169206.41709765
2020-12-21 23:00:00,277726.39046438015
2020-12-22 23:00:00,273159.57702678005
2020-12-23 23:00:00,172668.29481989006
2020-12-24 23:00:00,98032.91245184999
2020-12-25 23:00:00,102903.82533449003
2020-12-26 23:00:00,173299.87122454
2020-12-27 23:00:00,297406.0308215799
2020-12-28 23:00:00,205701.9753501901
2020-12-29 23:00:00,207164.0435902901
2020-12-30 23:00:00,195528.20735462997
2020-12-31 23:00:00,148420.30425110986
2021-01-01 23:00:00,197649.46868496
2021-01-02 23:00:00,175403.47221832
2021-01-03 23:00:00,234965.05398174
2021-01-04 23:00:00,209211.2070226302
2021-01-05 23:00:00,217195.16288214005
2021-01-06 23:00:00,258243.12648481008
2021-01-07 23:00:00,222609.08169237996
2021-01-08 23:00:00,144078.68911506998
2021-01-09 23:00:00,108186.5548879601
2021-01-10 23:00:00,204127.78390739
2021-01-11 23:00:00,209957.30793954004
2021-01-12 23:00:00,152692.81917430006
2021-01-13 23:00:00,217046.98492489985
2021-01-14 23:00:00,173447.9771496402
2021-01-15 23:00:00,69617.32967057
2021-01-16 23:00:00,71912.96096476997
2021-01-17 23:00:00,106369.43070738998
2021-01-18 23:00:00,203229.19339636998
2021-01-19 23:00:00,145190.37490666003
2021-01-20 23:00:00,143477.54309174995
2021-01-21 23:00:00,169002.85624860998
2021-01-22 23:00:00,64942.432607790026
2021-01-23 23:00:00,61031.89430091996
2021-01-24 23:00:00,116295.08412392
2021-01-25 23:00:00,132373.80457356005
2021-01-26 23:00:00,174921.91645744996
2021-01-27 23:00:00,156961.96833171003
2021-01-28 23:00:00,234227.37633318998
2021-01-29 23:00:00,100245.93886341002
2021-01-30 23:00:00,94042.69596368003
2021-01-31 23:00:00,136226.08185362996
2021-02-01 23:00:00,125115.65292609997
2021-02-02 23:00:00,136350.72736042007
2021-02-03 23:00:00,166678.34542734007
2021-02-04 23:00:00,163706.56414459998
2021-02-05 23:00:00,115157.58511746002
2021-02-06 23:00:00,90818.88327887001
2021-02-07 23:00:00,197784.15422891994
2021-02-08 23:00:00,232063.37849380999
2021-02-09 23:00:00,159372.25521930997
2021-02-10 23:00:00,136428.27333403
2021-02-11 23:00:00,163544.30939108998
2021-02-12 23:00:00,77650.76285361001
2021-02-13 23:00:00,63799.55250689998
2021-02-14 23:00:00,105059.15321713997
2021-02-15 23:00:00,126638.80233883004
2021-02-16 23:00:00,151209.80276913996
2021-02-17 23:00:00,154580.43547161002
2021-02-18 23:00:00,167679.29784459993
2021-02-19 23:00:00,124425.4210760101
2021-02-20 23:00:00,136889.62943017995
2021-02-21 23:00:00,155804.11900263999
2021-02-22 23:00:00,247476.09879632003
2021-02-23 23:00:00,183195.8444272599
2021-02-24 23:00:00,161757.85726635004
2021-02-25 23:00:00,154452.77138032005
2021-02-26 23:00:00,72523.79519221003
2021-02-27 23:00:00,72080.67562708003
2021-02-28 23:00:00,123112.49439479002
2021-03-01 23:00:00,137624.95520370008
2021-03-02 23:00:00,129395.32500911008
2021-03-03 23:00:00,106429.64074626999
2021-03-04 23:00:00,179641.40703516998
2021-03-05 23:00:00,58172.98088044998
2021-03-06 23:00:00,64871.56114267001
2021-03-07 23:00:00,127032.03198667
