,time,open,high,low,close,volume
34,2014-02-04 00:00:00,806.01,814.4,795.2,802.69,3363.63331922
35,2014-02-05 00:00:00,800,807.48,777.85,778.03,5215.28016818002
36,2014-02-06 00:00:00,782,829,678.03,763.11,21114.51912813
37,2014-02-07 00:00:00,763.99,764,620,702,42788.4246752395
38,2014-02-08 00:00:00,702,723.97,667,680.49,11122.2565993101
39,2014-02-09 00:00:00,680.49,728.89934978,666.53,689,12068.6993841901
40,2014-02-10 00:00:00,686.11000001,703,200,686.8313,41511.8031212395
41,2014-02-11 00:00:00,686,721.35,631.2,674.5,39535.0712279696
42,2014-02-12 00:00:00,674.5,684.9,642,652.05,12849.0181041001
43,2014-02-13 00:00:00,652.01,658.9899,603.43,605.5,17145.8786309402
44,2014-02-14 00:00:00,605.6,710,535,668,53681.7151358789
45,2014-02-15 00:00:00,668.51,670.99,633.3,651.92,10825.1136829301
46,2014-02-16 00:00:00,654.78,670.9999,585,621,16745.7315129901
47,2014-02-17 00:00:00,622.19,664,611,630,15689.9524364501
48,2014-02-18 00:00:00,630,651.3,611.304999,627.95,8466.24614979013
49,2014-02-19 00:00:00,627.95,636.85,617.89,621.75,4709.12040524005
50,2014-02-20 00:00:00,624,629,561,561.2,25273.8288719095
51,2014-02-21 00:00:00,561.4,588.48969696,530,580,28461.8455834397
52,2014-02-22 00:00:00,580.99,619,562,608.7,14729.9748581702
53,2014-02-23 00:00:00,610.26,644.93,601,607.15175,15800.3085712801
54,2014-02-24 00:00:00,606.1111,614.89,531.1,535.9999,34116.3600953796
55,2014-02-25 00:00:00,533.01,549,400,534.6,94547.0979939415
56,2014-02-26 00:00:00,534.69,609,526.7501,584,37713.7310051495
57,2014-02-27 00:00:00,586.49,601.2,568.75,583.89,12035.7957288197
58,2014-02-28 00:00:00,582.01,591.18,545,554.25,15293.3423837901
59,2014-03-01 00:00:00,552.26,577.25,540.2044,568.75,8617.72163751008
60,2014-03-02 00:00:00,566.5,572.24,555.161,565.37191,3126.21859684001
61,2014-03-03 00:00:00,566,719.25,563,680.98,50919.5416932901
62,2014-03-04 00:00:00,680.98,703.85,658.5,672,25025.6081617195
63,2014-03-05 00:00:00,672.59999999,678.9999,651.21,669.61,8381.3180000601
64,2014-03-06 00:00:00,669.61,676.43,648.7,668,7057.99015509007
65,2014-03-07 00:00:00,667,669,616.23,631.01,17234.6962823099
66,2014-03-08 00:00:00,632.99999999,639.999,600.6,616.8001,10971.4374053301
67,2014-03-09 00:00:00,616.9,654.999,610.25,638.5,8290.10866807006
68,2014-03-10 00:00:00,638.52,648.3,606,626.9801,11575.1156731601
69,2014-03-11 00:00:00,626.9801,641.9999,615.31,634.01,3634.08082000001
70,2014-03-12 00:00:00,634.01,654,631,636.2296,7287.42468826008
71,2014-03-13 00:00:00,636.10235,648,634.5001,644.18,3312.96067553003
72,2014-03-14 00:00:00,643.1,645,623.5,627.98,5526.43539530001
73,2014-03-15 00:00:00,628.89,639.8899,626.3,635.45,1735.62936143
74,2014-03-16 00:00:00,635.45,638,628.5801,633,1902.57118506
75,2014-03-17 00:00:00,632,632.5,619.2,623.8,3761.84368801999
76,2014-03-18 00:00:00,623.8,623.8,600,615.5999,7736.26828485001
77,2014-03-19 00:00:00,615.5999,622.2,605.9841,609,3436.66790192999
78,2014-03-20 00:00:00,608.9841,609,584,586.5551,8100.06063610005
79,2014-03-21 00:00:00,588.8294,605.96,555.5,570.9999,19202.2845534098
80,2014-03-22 00:00:00,570.9798,574.24,550.09,563,6731.31574218003
81,2014-03-23 00:00:00,563,571,555,558,4833.22337384004
82,2014-03-24 00:00:00,557.8884,590,550.5,585.6587,9275.28768732024
83,2014-03-25 00:00:00,584.9899,586,568.55,583.9899,4902.03403056013
84,2014-03-26 00:00:00,583.89,593.25,566.51,576.6,7649.23071354016
85,2014-03-27 00:00:00,577.9999,579.4799,465,474,41023.5516603098
86,2014-03-28 00:00:00,475,533.36,470,502.25,35985.2142117994
87,2014-03-29 00:00:00,502.4996,507.99,485.45,492.4398,4635.16685558005
88,2014-03-30 00:00:00,490.01,491.9999,436.2,460.9999,26151.1301347196
89,2014-03-31 00:00:00,460.6,488,436.1,456.9899,22069.33696584
90,2014-04-01 00:00:00,456.3,513.9,453.4,479.9181,19999.3085121601
91,2014-04-02 00:00:00,477.53,496.2,431.2,437.2203,29119.1046175998
92,2014-04-03 00:00:00,436.5301,463,415.46,447.9999,24590.4064977798
93,2014-04-04 00:00:00,447.1161,458.5899,430.2,447.0211,10562.8572687501
94,2014-04-05 00:00:00,448.001,464.5,444.395,463.99,4573.75741605006
95,2014-04-06 00:00:00,463.5,465.9998,450,458.78,2952.40660615005
96,2014-04-07 00:00:00,458.6,461,445.05,446.58,6147.47600223009
97,2014-04-08 00:00:00,445.222,458.8,445.01,452.3849,4860.84550476002
98,2014-04-09 00:00:00,452.3849,455.13590891,440.0536,442.45,4167.09060672002
99,2014-04-10 00:00:00,442.4499,442.8689,357,364.2,45002.9695495494
100,2014-04-11 00:00:00,364.04989,433.6,340,421,38705.5569185101
101,2014-04-12 00:00:00,421.999,441,413.0741,423.3,10732.2408288301
102,2014-04-13 00:00:00,422.2001,428.2,400,418,10265.6836892001
103,2014-04-14 00:00:00,417.6,478,406.4,460,29763.3975050402
104,2014-04-15 00:00:00,460,526.995,452,519,24214.5733178003
105,2014-04-16 00:00:00,519.11,547,495,531.25,29218.8507665894
106,2014-04-17 00:00:00,531.25,535.7499,486.1,498.10000001,18285.63177066
107,2014-04-18 00:00:00,499,503.9999,474.25,480.044,9730.4747878101
108,2014-04-19 00:00:00,480.044,513.9899,473.83,504.999999,9063.48907105015
109,2014-04-20 00:00:00,504.99999,517.995,492.2,500.9501,4760.82881705001
110,2014-04-21 00:00:00,501.3551,515.646,485,495.39,8179.33326468007
111,2014-04-22 00:00:00,499.25,506,488,489.2503,3570.34633424999
112,2014-04-23 00:00:00,491.69999999,496,482.88,491.78,4187.17351874003
113,2014-04-24 00:00:00,492.08,504.96,480.16,503.7,5017.14446629004
114,2014-04-25 00:00:00,503.7,504.96,441.3,464.33566,30667.9213255396
115,2014-04-26 00:00:00,464.33566,469.19,449.8001,460,7835.67783029011
116,2014-04-27 00:00:00,459.01,465.6,427.55,429.99,7849.47942997005
117,2014-04-28 00:00:00,429.99,450,423.11,441.38999999,15283.0344658301
118,2014-04-29 00:00:00,441.39,454,434,446.53,7573.20092376011
119,2014-04-30 00:00:00,446.53,453.9899,432,449.0201,7046.94954762021
120,2014-05-01 00:00:00,449.0201,463.53,448.82,459.4102,5144.92316754004
121,2014-05-02 00:00:00,461.11992999,461.11992999,443,452,3751.58832350003
122,2014-05-03 00:00:00,451.99,451.9999,430,439.7398,7602.43030203004
123,2014-05-04 00:00:00,439.7297,441.4999,429,435.0413,4220.91532271001
124,2014-05-05 00:00:00,438.58799899,444.4,425.5999,432.389,5435.54300037005
125,2014-05-06 00:00:00,431.6,435.39,419.4,429.7,6965.03137807006
126,2014-05-07 00:00:00,430,453.6,424.2487,440.43,11189.8172391
127,2014-05-08 00:00:00,440,450.59,437.69,438.5,3456.92125521003
128,2014-05-09 00:00:00,438.2,456.6,438.2,454,3062.89060414007
129,2014-05-10 00:00:00,453.99,459.65,448.2,456.09,3674.99628935008
130,2014-05-11 00:00:00,456.11,458.4,430,437.97,10720.6350241701
131,2014-05-12 00:00:00,437.45,442,431.8,440,3450.84753709002
132,2014-05-13 00:00:00,440,440.9,434.01,438.81,2044.09198202999
133,2014-05-14 00:00:00,438.81,448,438.47,445,3104.61120276002
134,2014-05-15 00:00:00,444.03,451.4,444,447.58,1648.49804693999
135,2014-05-16 00:00:00,447.58,453,443.4,448.6,1707.21667711
136,2014-05-17 00:00:00,448.6,450,446.83,449.03,907.0058887
137,2014-05-18 00:00:00,449.04,449.11,445.5,447.4,773.023653809999
138,2014-05-19 00:00:00,447.6,448.5,444.1,447,1423.92886676
139,2014-05-20 00:00:00,446.89,498.68,446,491.35,21176.51257664
140,2014-05-21 00:00:00,490.62,501,489.5,494.99,7206.26246587005
141,2014-05-22 00:00:00,495,530,492.25,528.85,17215.75079207
142,2014-05-23 00:00:00,528.85,544.78,521.11,523.57,16725.8926560002
143,2014-05-24 00:00:00,523.61,529.75,514.25,528,4544.30461820003
144,2014-05-25 00:00:00,528.92,586,528.92,573.99,32267.7960526998
145,2014-05-26 00:00:00,574.55,593.3,566.21,586,16378.65112528
146,2014-05-27 00:00:00,586.69,597.3,551,576.08,18029.67912572
147,2014-05-28 00:00:00,573.6,583.5,565,578.77,7636.65709659001
148,2014-05-29 00:00:00,580,583,563,569.5,7828.15862950001
149,2014-05-30 00:00:00,569.85,630,569.85,621,23195.0801474797
150,2014-05-31 00:00:00,620.9,629,610.02,626.21,7149.49782879004
151,2014-06-01 00:00:00,627.01,680,618.01,626.42,34401.3101483098
152,2014-06-02 00:00:00,631.97,679.8,615,667.11,21044.80880501
153,2014-06-03 00:00:00,667.78,685,652.16,674,19813.4815101199
154,2014-06-04 00:00:00,670.84,672.97,620,642,27560.7517487694
155,2014-06-05 00:00:00,642,672,641,660.9,9921.5874786601
156,2014-06-06 00:00:00,660.99,664.94,646.8,649.39,5622.64559487004
157,2014-06-07 00:00:00,649.35,659.4,637.01,657.21,6596.49809085004
158,2014-06-08 00:00:00,657.21,664.5,652.5,658.7,3644.18278973001
159,2014-06-09 00:00:00,658.7,661.99,639.06,650.3,6794.57192595005
160,2014-06-10 00:00:00,650.3,672,646,657,6898.76984299002
161,2014-06-11 00:00:00,657,666.5,635.11,637.6,11459.6607419401
162,2014-06-12 00:00:00,637.6,647,575.2,597.99,28947.7195688493
163,2014-06-13 00:00:00,596.43,620.97,592.11,605,15003.7276633502
164,2014-06-14 00:00:00,605.2,606.98,522.15,570.27,25862.202664539
165,2014-06-15 00:00:00,570.26,595.1,540,593.89,14771.5189350403
166,2014-06-16 00:00:00,593.61,612,582.1,591.1,13617.4272933902
167,2014-06-17 00:00:00,592.35,619,591.1,613.4,8784.01582691012
168,2014-06-18 00:00:00,613.4,619.6,601.5,608.1,6071.10324019007
169,2014-06-19 00:00:00,608.6,611.99,592.9,597.3,5343.70478112005
170,2014-06-20 00:00:00,596.06,598.28,582.37,592,8688.54404580011
171,2014-06-21 00:00:00,592,599.91,583.5,595.5,4122.15638252005
172,2014-06-22 00:00:00,596.9,615,595.5,603.4,4720.27548757012
173,2014-06-23 00:00:00,603.39,604.19,580.11,591.57,5269.37867215002
174,2014-06-24 00:00:00,591.02,597.79,580,580.56,5497.22827520003
175,2014-06-25 00:00:00,580.65,584.99,560.53,566.75,9323.34331505021
176,2014-06-26 00:00:00,566.75,584,562.9,581.98,6271.32252637004
177,2014-06-27 00:00:00,581.99,604.9,575.03,604,7343.1009224101
178,2014-06-28 00:00:00,604,607.21,593.89,596.1,5725.69485897004
179,2014-06-29 00:00:00,596.1,607,593.37,601.95,3131.47102969
180,2014-06-30 00:00:00,601.95,647.99,598.4,640.79,21938.3061423599
181,2014-07-01 00:00:00,642.26,665,636.1,641.34,19408.4925104301
182,2014-07-02 00:00:00,641.35,662,640.14,654.61,8406.52069220018
183,2014-07-03 00:00:00,653.5,654,636.24,644,5822.22707154007
184,2014-07-04 00:00:00,644,648.66,629.3,632.11,6661.57816655012
185,2014-07-05 00:00:00,632.58,638.4,627.7,631.88,3071.41658592
186,2014-07-06 00:00:00,631.59,644.69,630.38,637.38,3423.99742797001
187,2014-07-07 00:00:00,637.76,639.76,616.73,621.45,5581.7237276001
188,2014-07-08 00:00:00,620.31,629.85,617.51,625.36,2633.52329031002
189,2014-07-09 00:00:00,625.11,632.99,620.13,624.47,3451.83303804001
190,2014-07-10 00:00:00,623.24,626.55,608.43,615.84,5265.72445403005
191,2014-07-11 00:00:00,615.84,636.4,615.84,636,4243.50707538004
192,2014-07-12 00:00:00,636.2,642.79,630,636.31,3924.63833047006
193,2014-07-13 00:00:00,636.7,638.21,626.36,629.49,2662.90113184001
194,2014-07-14 00:00:00,629.6,630.25,616.8,619.17,4206.72740352002
195,2014-07-15 00:00:00,619.15,627.99,618.57,620.8,3856.46998088007
196,2014-07-16 00:00:00,620.11,622.5,611.21,616.48,3489.28163185002
197,2014-07-17 00:00:00,616.48,627.5,613,622.51,2888.60303294001
198,2014-07-18 00:00:00,622.52,633.6,616.96,630.8,5082.30546825007
199,2014-07-19 00:00:00,630.8,632.1,625.6,629.3,1205.73020778
200,2014-07-20 00:00:00,626.77,628.23,620.36,624,1267.46511076
201,2014-07-21 00:00:00,624,624.95,616.8,620.01,2269.26070109001
202,2014-07-22 00:00:00,620,623.17,617.5,618.54,1715.1683654
203,2014-07-23 00:00:00,618.56,620.9,616.21,619,1218.97662575999
204,2014-07-24 00:00:00,619,619.99,591.4,603.98,9491.08704791026
205,2014-07-25 00:00:00,602.43,608,592.5,600.47,3966.59695368006
206,2014-07-26 00:00:00,600.6,600.6,589,593.82,4782.68158656007
207,2014-07-27 00:00:00,593.9,599.78,590.1,591.55,3012.16007595
208,2014-07-28 00:00:00,591.5,592,572,583.5,11443.6555249501
209,2014-07-29 00:00:00,584.86,590,577.11,583,4189.37036956001
210,2014-07-30 00:00:00,583.04,583.98,561.55,565.99,7353.0731436001
211,2014-07-31 00:00:00,566,590,561.47,580,12006.0063855303
212,2014-08-01 00:00:00,579.49,605.72,579.1,594.6,9475.72574980019
213,2014-08-02 00:00:00,594.6,596.6,585,587.6,2552.22852736001
214,2014-08-03 00:00:00,587.61,589,578.13,585.71,2765.63063591
215,2014-08-04 00:00:00,587,595,581.22,586.6,2981.33807424
216,2014-08-05 00:00:00,587.21,588.77,579,582.94,3861.80868206013
217,2014-08-06 00:00:00,582.94,586.3,574.01,581.36,4059.22123229006
218,2014-08-07 00:00:00,582.87,592.7,576.5,586.8,5960.40511559008
219,2014-08-08 00:00:00,586.82,598.88,586.81,590.6,3293.17389831001
220,2014-08-09 00:00:00,590.61,591,584.19,589.98,1530.34759014999
221,2014-08-10 00:00:00,588.61,594.49,583.31,588.61,1871.48402658
222,2014-08-11 00:00:00,587.97,588.7,567.02,572.51,7910.16581644016
223,2014-08-12 00:00:00,573.32,578.8,562.51,569.54,7128.99393837015
224,2014-08-13 00:00:00,569.52,571.4,525,547.3,18291.7762665404
225,2014-08-14 00:00:00,546.25,546.5,451,510.98,41053.716926959
226,2014-08-15 00:00:00,509.99,519.5,478,496.39,21465.2237660801
227,2014-08-16 00:00:00,496.39,523.11,484.5,519.01,16083.1661205308
228,2014-08-17 00:00:00,519.54,522.43,484.82,497.4,14636.9785740906
229,2014-08-18 00:00:00,497.57,512.3,443,467.04,40767.3058225609
230,2014-08-19 00:00:00,467.95,492.61,462.9,487,24978.6355969599
231,2014-08-20 00:00:00,487.24,521.89,464,511,30184.6166620201
232,2014-08-21 00:00:00,510.61,534.89,510.6,517.47,18019.5515252703
233,2014-08-22 00:00:00,518.24,525,503.7,514.13,11590.7031541701
234,2014-08-23 00:00:00,514.42,515.58,491.52,499.5,10062.0299225703
235,2014-08-24 00:00:00,498.85,517.7,495.71,510.82,5627.40932154008
236,2014-08-25 00:00:00,511.41,511.41,497.55,501.76,7322.07082176021
237,2014-08-26 00:00:00,501.49,517.47,497.75,513.34,11257.1654103401
238,2014-08-27 00:00:00,512.3,522.8,508.1,508.35,7706.77971858018
239,2014-08-28 00:00:00,508.3,514.77,503.86,505.87,5016.91555245004
240,2014-08-29 00:00:00,505.87,513.99,498.8,508.52,5130.93451282003
241,2014-08-30 00:00:00,508.34,508.37,495.5,499.15,4190.93654447006
242,2014-08-31 00:00:00,499.08,500.27,471.65,477.81,15267.8392380199
243,2014-09-01 00:00:00,477.84,484.9,471.01,472.6,8211.92371453015
244,2014-09-02 00:00:00,472.97,484,468.82,475.45,10046.21489658
245,2014-09-03 00:00:00,475.46,479.9,472.99,474.14,3382.19892702019
246,2014-09-04 00:00:00,474.14,497.24,473.1,489.68,10077.5332425502
247,2014-09-05 00:00:00,489.69,491.42,478.1,481.9,5171.02130471013
248,2014-09-06 00:00:00,480.62,486.9,480.1,482.61,1895.75978614001
249,2014-09-07 00:00:00,483.08,487.1,479.88,479.88,2079.19939255001
250,2014-09-08 00:00:00,479.88,480.9,464.22,471.1,15855.8722467698
251,2014-09-09 00:00:00,471.16,479.7,463,473.06,9376.83253670996
252,2014-09-10 00:00:00,473.09,489.99,472,478.12,8880.86761475983
253,2014-09-11 00:00:00,478.1,480.6,472.2,477.38,5113.28339768995
254,2014-09-12 00:00:00,477.04,477.98,467,474.37,3458.58872914003
255,2014-09-13 00:00:00,474.34,483.93,472.86,478.69,7980.79103498984
256,2014-09-14 00:00:00,478.69,481.56,475.33,476.5,3122.52620508001
257,2014-09-15 00:00:00,477.12,480.3,474.77,474.77,5564.19743466007
258,2014-09-16 00:00:00,474.77,475.5,462.11,466.5,5830.41579281007
259,2014-09-17 00:00:00,466.65,467.75,451.6,458.3,10015.7992310401
260,2014-09-18 00:00:00,457.8,458.3,408.8,424.99,40114.6798746682
261,2014-09-19 00:00:00,425,431.92,381.5,393.3,33491.4755869115
262,2014-09-20 00:00:00,392.99,426.3,385.5,408.4,30699.1039406302
263,2014-09-21 00:00:00,408.4,414.14,392.23,399.21,19190.6694715506
264,2014-09-22 00:00:00,400.03,411.2,397.67,404.99,9473.6278750802
265,2014-09-23 00:00:00,404.23,447.11,392.15,438.65,38518.7051295384
266,2014-09-24 00:00:00,438.01,440.28,422,424.51,14395.1590610709
267,2014-09-25 00:00:00,424.51,426.97,402.33,409.86,15002.506678831
268,2014-09-26 00:00:00,409.67,415,396.2,404.01,10998.8015768507
269,2014-09-27 00:00:00,404.03,409.04,393.2,399.8,6922.7532882502
270,2014-09-28 00:00:00,399.8,402.9,365,376.7,19564.4302887497
271,2014-09-29 00:00:00,375.93,386.56,368,373.64,21469.5393434699
272,2014-09-30 00:00:00,373.64,398.7,370,387,16885.4310388904
273,2014-10-01 00:00:00,386.93,391.18,377,383.63,10108.8157819303
274,2014-10-02 00:00:00,382.72,385.52,367.8,371.39,11897.9254867903
275,2014-10-03 00:00:00,371.39,376.86,355,359.74,21055.6404641392
276,2014-10-04 00:00:00,358.93,367.05,321.5,328.25,38757.3106371684
277,2014-10-05 00:00:00,327.36,346.69,275,319.9,84131.205241659
278,2014-10-06 00:00:00,319.9,346.89,301,327.56,56244.0139219867
279,2014-10-07 00:00:00,327.59,340,317,335.97,28419.2906335381
280,2014-10-08 00:00:00,335.97,354.87,323.85,352.9,33148.5438416679
281,2014-10-09 00:00:00,353,387.13,347.14,364,58819.7826206512
282,2014-10-10 00:00:00,363.98,379.74,351.15,359.1,31262.0904345796
283,2014-10-11 00:00:00,359.1,368.5,351,360.66,16673.9009837702
284,2014-10-12 00:00:00,361.01,382.46,351.86,378.05,20912.2328696997
285,2014-10-13 00:00:00,378.05,399.89,368.24,391.2,42724.2213511101
286,2014-10-14 00:00:00,391.5,414.42,391.5,399,47243.100565079
287,2014-10-15 00:00:00,399,402.68,384.7,394.2,29541.5188698694
288,2014-10-16 00:00:00,394.2,400,370.21,381.6,30085.072724019
289,2014-10-17 00:00:00,381.55,386.8,372,382.48,13829.0414432302
290,2014-10-18 00:00:00,381.24,396,376.4,390.9,12031.4138082602
291,2014-10-19 00:00:00,390.92,394.5,383.5,388.02,5349.68544154007
292,2014-10-20 00:00:00,388.08,388.25,370.2,380.55,19178.1653994702
293,2014-10-21 00:00:00,380.86,394,376.66,384,16265.5604013904
294,2014-10-22 00:00:00,384.01,386.7,377.25,378.8,10618.5333266001
295,2014-10-23 00:00:00,378.79,383.6,355,357.87,34871.1205017897
296,2014-10-24 00:00:00,357.87,363.1,351.5,356.58,16557.4298017503
297,2014-10-25 00:00:00,356.58,358.88,337.65,344.62,28960.2522612298
298,2014-10-26 00:00:00,344.65,359.9,340.2,353.01,16080.9028202804
299,2014-10-27 00:00:00,353.07,359.47,346.44,349.01,15239.1643552605
300,2014-10-28 00:00:00,349.51,355.44,347.44,352.7,5062.40764434009
301,2014-10-29 00:00:00,352.71,353.78,332,333.58,26472.2248620501
302,2014-10-30 00:00:00,333.5,351,331,345.08,56553.9504852288
303,2014-10-31 00:00:00,345.08,347.99,332.14,336.82,19727.1115572803
304,2014-11-01 00:00:00,336.72,339,315.54,325.9,24974.9940926801
305,2014-11-02 00:00:00,325.9,329.55,317.7,323.82,10099.4611317304
306,2014-11-03 00:00:00,323.8,334.14,323.8,325,15218.5105495102
307,2014-11-04 00:00:00,324.83,331.28,321,329.66,18823.3697749304
308,2014-11-05 00:00:00,329.75,342.54,329.75,338.62,26963.2496424206
309,2014-11-06 00:00:00,338.62,354.32,336.32,350.48,24873.4457978103
310,2014-11-07 00:00:00,350.49,354,338.1,341.84,18854.3938879799
311,2014-11-08 00:00:00,342.04,348.3,341,345,7334.5318693201
312,2014-11-09 00:00:00,345.01,364.12,343.41,362.61,37906.6380311
313,2014-11-10 00:00:00,362.6,374.26,356.33,366.07,33065.3365692403
314,2014-11-11 00:00:00,366.17,371.45,360.74,367.65,9279.61672218
315,2014-11-12 00:00:00,367.66,436,367.59,433.56,103874.428563195
316,2014-11-13 00:00:00,432,475,381.56,417.65,144950.779915955
317,2014-11-14 00:00:00,417.65,425.67,382.22,399.99,59088.799446089
318,2014-11-15 00:00:00,400,410.1,368,375.34,43985.6414338189
319,2014-11-16 00:00:00,375.37,399.9,372.5,391.65,24666.2562562205
320,2014-11-17 00:00:00,391.8,413.48,373,387.5,47132.7426813073
321,2014-11-18 00:00:00,387.5,393,366.46,372.85,37172.7523879998
322,2014-11-19 00:00:00,372.89,386,368.55,375.26,17154.9649661805
323,2014-11-20 00:00:00,376.73,379.5,352.01,356.77,21885.5100714095
324,2014-11-21 00:00:00,356.59,357.39,340,350.46,36251.4746618184
325,2014-11-22 00:00:00,350.11,365.3,349.1,352.81,15563.5713302104
326,2014-11-23 00:00:00,352.44,372.28,351.5,368.25,14133.6076872202
327,2014-11-24 00:00:00,368,391.92,363.62,376.05,42068.5101831393
328,2014-11-25 00:00:00,376.06,396.87,375.08,377.02,27192.8927794403
329,2014-11-26 00:00:00,377,379.26,365.22,369.99,21003.0826088805
330,2014-11-27 00:00:00,370,375,368.15,370,7049.53362177015
331,2014-11-28 00:00:00,369.99,387.5,355.51,377.43,30530.3131673184
332,2014-11-29 00:00:00,377.79,390,371,376.28,20412.5057091203
333,2014-11-30 00:00:00,376.07,385.59,373.7,379.89,14311.3745466185
334,2014-12-01 00:00:00,379.67,386.5,377.3,382,11947.4151653107
335,2014-12-02 00:00:00,382,387.99,379.08,384.5,11192.7890283902
336,2014-12-03 00:00:00,384.67,386.3,372.64,376,14324.2107210803
337,2014-12-04 00:00:00,376.24,380.33,367.8,370.99,13242.2811980502
338,2014-12-05 00:00:00,370.74,382.51,366.1,378.18,17780.4928820201
339,2014-12-06 00:00:00,378.3,381.19,370.11,376.69,9095.07782377017
340,2014-12-07 00:00:00,376.59,379.8,373.01,376.02,4911.27297998001
341,2014-12-08 00:00:00,376.29,378.34,362.11,362.11,18445.05607702
342,2014-12-09 00:00:00,362.1,363.91,343,351.99,35819.342129039
343,2014-12-10 00:00:00,352,352.5,345,345.08,12333.0905763002
344,2014-12-11 00:00:00,345.12,362.99,335.7,348.53,34756.887394509
345,2014-12-12 00:00:00,348.06,354.9,346.11,352.29,11747.1110543301
346,2014-12-13 00:00:00,352.49,352.49,344.11,346.56,10150.7907966801
347,2014-12-14 00:00:00,346.56,358,345.04,353.65,9209.64827544023
348,2014-12-15 00:00:00,353.7,354.6,345.45,346.01,11205.5402306302
349,2014-12-16 00:00:00,346.34,346.93,325.1,325.1,31193.9488857295
350,2014-12-17 00:00:00,325.13,335,314.21,318.86,37507.4926257092
351,2014-12-18 00:00:00,319.5,325,302.32,311.77,48437.463248569
352,2014-12-19 00:00:00,311.76,319.97,305.6,318.47,23129.5081041591
353,2014-12-20 00:00:00,318.47,330,315.3,329.66,20230.0022758097
354,2014-12-21 00:00:00,329.69,329.73,316.85,320.79,15844.3314853804
355,2014-12-22 00:00:00,321.19,336.85,319.64,332.63,20417.8630256601
356,2014-12-23 00:00:00,332.41,337.79,330,335.7,11857.4152485503
357,2014-12-24 00:00:00,335.69,335.93,320,322.61,13880.7248549903
358,2014-12-25 00:00:00,322.62,323.4,315.5,318.5,7461.24419785011
359,2014-12-26 00:00:00,318.49,332.4,316.17,327.2,14115.5040817501
360,2014-12-27 00:00:00,327.79,330.6,310,315.89,17451.1003464901
361,2014-12-28 00:00:00,315.9,319.79,310.08,316.94,9755.01879016009
362,2014-12-29 00:00:00,316.96,320.5,312.51,312.64,8180.84794242008
363,2014-12-30 00:00:00,312.86,315.93,307.1,310.8,10131.5798437013
364,2014-12-31 00:00:00,310.81,322.79,309.39,322.3,11799.3426940602
365,2015-01-01 00:00:00,322.31,322.9,313.81,314.96,5178.76754651005
366,2015-01-02 00:00:00,314.54,316.74,313.28,315.81,3834.54400829001
367,2015-01-03 00:00:00,315.8,315.99,277.5,279.3,47448.8960986598
368,2015-01-04 00:00:00,279.3,288.74,255.03,264.19,81205.7268981885
369,2015-01-05 00:00:00,264.04,280.44,263.75,274.84,50869.7346780001
370,2015-01-06 00:00:00,274.85,291.94,272.1,288.43,36115.5902890491
