,date,utxo-count,cost-per-transaction-percent,hash-rate,n-transactions-excluding-popular,difficulty,mempool-size,output-volume,fees-usd-per-transaction,transaction-fees-usd,n-unique-addresses,mempool-count,transactions-per-second,mempool-growth,my-wallet-n-users,miners-revenue,n-payments,estimated-transaction-volume,n-transactions,transaction-fees,estimated-transaction-volume-usd,cost-per-transaction
0,2019-04-21,53390840.0,3.11835620766643,,371282.0,6357721118108.33,7207560.5,799768.980561722,,270263.140422265,426630.0,10423.0,3.36666666666667,,35817670.5,11248346.3029415,,68286.91642286,390735.0,50.31279868,360713964.469088,28.2105046358341
1,2019-04-22,53449993.0,1.27108846482735,46358030.73889049,317336.0,6353030562984.0,5503339.0,1690790.67496299,1.08777262312182,377961.8267204,498668.0,13924.0,4.01666666666667,,35859420.0,9411111.8267204,549681.0,138950.87287253,342014.0,70.12693315,740397862.708848,27.0851421347835
2,2019-04-23,53527327.0,1.0341604864707,45820575.06684861,291069.0,6353030562984.0,18809094.25,2263367.8924946,1.71256543866316,533897.413199557,548492.0,36409.75,3.833333333333335,,35959377.0,8538019.90240713,539687.0,149237.67303902,311753.0,96.48121035,825599122.58348,27.3871298829751
3,2019-04-24,53642059.5,0.773807126711354,44471034.32044647,378102.0,6353030562984.0,26079856.0,2030945.61067129,1.79396004823022,742857.328451555,645489.0,38506.5,4.11666666666667,,36083800.0,12202481.9130956,682292.0,286718.36346409,404279.0,130.67492641,1576941009.18347,29.46833019333
4,2019-04-25,53729207.0,1.237365200835,45559736.86760462,361357.0,6353030562984.0,11723402.0,1693363.76856175,1.33463151781413,512617.28504571,577184.0,12314.0,3.7,,36163099.5,10225360.6553522,620794.0,152066.33212761,384089.0,94.30087588,826381786.755593,26.6223730837181
5,2019-04-26,53830209.5,0.851453352123573,45246724.34261103,359412.0,6353030562984.0,13576784.75,1494955.22722298,1.23530629833359,470909.878681451,593570.0,14363.5,3.866666666666665,,36271812.0,10183521.9482851,645513.0,232219.47012646,381209.0,91.4474489900001,1196016425.6664,26.7137500643614
6,2019-04-27,53862937.0,2.05914364739082,45158438.97473423,345582.0,6353030562984.0,5691221.5,709155.438463128,0.781747290238045,280653.53117378,460846.0,14694.5,2.7,,36315605.0,9112041.03117378,554139.0,85812.49460427,359008.0,54.42092725,442516045.090871,25.381164294873
7,2019-04-28,53936575.0,2.52657008252175,45391928.68054719,367895.0,6353030562984.0,826523.25,862617.77549507,0.646691283106726,247870.94859326,445722.0,2281.25,3.5,,36411297.5,10771720.9485933,557202.0,82448.9594686301,383291.0,47.95393039,426337706.723816,28.103245180798
8,2019-04-29,53978039.5,1.26899566427512,45431648.326710105,337831.0,6353030562984.0,11142318.0,1145104.01803515,0.994149616836796,366674.191477149,573010.0,4811.0,4.66666666666667,,36533126.0,11244134.7806778,601221.0,172075.30775826,363207.0,70.95469952,886065657.844522,30.4857896838611
9,2019-04-30,54017644.0,1.14896987114037,46740007.61317942,327176.0,6353030562984.0,8022549.0,1871979.86684042,1.27258806137829,447687.571876454,604307.0,16297.0,3.98333333333333,,36620831.0,9672352.74232865,628621.0,161948.98480401,346486.0,85.48463465,841828231.12052,27.4944434435269
10,2019-05-01,54050741.5,1.35914548808177,47822787.712326445,424144.0,6353030562984.0,2551970.25,1162547.70704421,0.78772424889514,355112.39319592,565408.0,6698.25,3.9583333333333304,,36722168.0,11945018.6431959,639296.0,165968.20904864,439549.0,65.62521893,878862399.05446,26.4969092012474
11,2019-05-02,54122254.0,1.70198589179955,48183714.41204212,437027.0,6353030562984.0,4950612.5,986563.569209106,0.761744646705483,352449.34535022,584864.0,11410.0,4.56666666666667,,36746619.0,12941749.3453502,682372.0,141756.46731359,452646.0,64.71081505,760391105.92548,27.9708514510895
12,2019-05-03,54217319.0,1.29624917652674,50033463.748084925,365602.0,6353030562984.0,5290272.0,1268003.89154857,1.19423139861195,457428.841073132,615404.0,14115.0,3.36666666666667,,36867953.0,11122649.2294458,648043.0,152155.69727802,383032.0,81.27225085,858064130.790705,29.0384334192596
13,2019-05-04,54236521.0,2.04846845105405,50078579.58554938,342804.0,6554050172254.76,6169866.0,886545.170964857,0.967777884563502,355778.377034773,508298.0,12845.0,3.4,,36963663.0,10035261.3673471,546547.0,86099.09944354,355910.0,60.62915441,489890940.823787,27.2976230261004
14,2019-05-05,54334431.0,2.14870287131867,50041434.90466356,313472.0,6702169884349.0,4217147.5,762735.020365181,1.08811705884609,359875.131106285,460613.0,5668.0,3.53333333333333,,37046841.0,9591032.60781153,569640.0,77965.42179354,330732.0,62.87230397,446363838.194411,28.9994092129323
15,2019-05-06,54427024.0,1.44274802044806,48827339.21153388,357516.0,6702169884349.0,2645664.5,1160172.84233279,1.14002625378826,431472.576428765,573048.0,6131.0,5.35,,37151460.0,11100910.0764288,642236.0,136084.31914974,378476.0,76.31168717,769428196.684081,29.3305522052356
16,2019-05-07,54540466.0,0.963011837959988,48660338.77343285,304861.0,6702169884349.0,13824483.5,1546326.3574282,1.64540438374633,550568.76084536,578857.0,26667.5,5.01666666666667,,37194269.0,10026818.2871987,633109.0,177595.02173519,329943.0,92.31932906,1041193668.85865,29.9656862831318
17,2019-05-08,54726742.5,1.14277383137971,48388716.86425585,364493.0,6702169884349.0,8834165.0,1282820.63528939,1.66597827206009,654864.405159654,635596.0,13434.0,5.4,,37313121.0,11731703.7301483,742327.0,176155.15643804,393081.0,112.30765219,1026598912.92612,29.8455120704085
18,2019-05-09,54877198.0,0.97059989920477,47908384.96530409,334788.0,6702169884349.0,11645507.0,1257978.33952754,1.78026390269507,653469.00891496,619054.0,15476.5,3.958333333333335,,37407949.0,12149462.758915,637022.0,207195.23965151,361569.0,106.95654809,1251747786.99949,33.0991212922985
19,2019-05-10,54949172.0,0.838036306456071,46746356.701584496,299922.0,6702169884349.0,28030223.0,1361392.47914309,2.40328710299214,786365.15324744,618182.0,47497.0,4.75,,37483631.5,10770042.575463,616393.0,204122.52050466,322963.0,123.74361638,1285152265.18143,32.9153756539132
20,2019-05-11,55041564.0,1.33344034945188,45838154.26510411,327332.0,6702169884349.0,25015559.5,1259759.12746392,2.46095993499648,848925.356296582,573741.0,34880.0,3.85,,37562350.0,11877938.2790655,552633.0,131579.59075195,344957.0,125.12338209,890773875.557915,34.4330982675101
21,2019-05-12,55047206.0,1.48745143172796,45881810.26580111,320382.0,6702169884349.0,14118800.75,952163.396669585,2.18479377331412,771725.965372654,551654.0,9520.0,3.25,,37617847.5,15580744.7153727,551306.0,145438.0418869,338571.0,104.08015488,1047479224.06264,44.1098467139244
22,2019-05-13,55005176.0,0.97204563796857,47262072.19288433,371452.0,6702169884349.0,2733939.0,1678344.65777558,2.13841444279872,840292.0937122,648734.0,2296.0,5.63333333333333,,37705522.0,16443665.5226962,640555.0,223891.29695608,390428.0,112.20050336,1691655708.37404,41.8466056141763
23,2019-05-14,55045456.5,0.977046322973364,48023596.01472336,346768.0,6702169884349.0,12114229.5,1652403.40849971,2.87955984189393,1057863.89911657,669376.0,17564.0,4.016666666666665,,37737816.0,16211651.6224218,653766.0,207249.61702275,367370.0,132.68789564,1659251075.53614,44.1289479881913
24,2019-05-15,55195907.0,1.06477960373299,49213476.98634683,340759.0,6702169884349.0,35517205.0,2168606.2635591,4.19507724767865,1585533.64083739,675925.0,62008.5,5.9,,37840038.5,16983774.4918891,674870.0,198020.70360707,368901.0,192.3590738,1595050697.09695,44.9364454436926
25,2019-05-16,55329347.5,0.982131219623296,49070691.26975202,338392.0,6702169884349.0,42773049.5,1438473.30300626,4.86289770808393,1853649.07416285,682196.0,66638.0,4.15,,37910385.0,16642489.0435273,690197.0,212667.91607553,375062.0,228.51579452,1694528053.99168,43.6602175431352
26,2019-05-17,55475036.0,1.18614716534123,48880310.31429226,334006.0,6702169884349.0,42997763.0,1366575.82679672,4.56500249326611,1650951.41169966,676115.0,61578.25,2.85833333333333,,37989420.5,15398528.2663666,684675.0,178012.62702182,361654.0,227.26659937,1298197113.841,42.5780670651137
