Timestamp,mempool-growth
2022-03-21 15:45:00,1363.0333333333333
2022-03-21 16:15:00,1220.9166666666667
2022-03-21 16:45:00,1277.8166666666666
2022-03-21 17:15:00,1231.3666666666666
2022-03-21 17:45:00,1043.2333333333333
2022-03-21 18:15:00,1316.2
2022-03-21 18:45:00,1240.9833333333333
2022-03-21 19:15:00,1273.7666666666667
2022-03-21 19:45:00,1077.9
2022-03-21 20:15:00,1765.3
2022-03-21 20:45:00,1150.9833333333333
2022-03-21 21:15:00,1242.65
2022-03-21 21:45:00,1269.5166666666667
2022-03-21 22:15:00,1220.2666666666667
2022-03-21 22:45:00,777.25
2022-03-21 23:15:00,812.7833333333333
2022-03-21 23:45:00,913.95
2022-03-22 00:15:00,742.1333333333333
2022-03-22 00:45:00,751.55
2022-03-22 01:15:00,676.9333333333333
2022-03-22 01:45:00,755.2833333333333
2022-03-22 02:15:00,716.7166666666667
2022-03-22 02:45:00,655.5666666666667
2022-03-22 03:15:00,702.8666666666667
2022-03-22 03:45:00,617.2166666666667
2022-03-22 04:15:00,558.4833333333333
2022-03-22 04:45:00,2137.3333333333335
2022-03-22 05:15:00,869.2666666666667
2022-03-22 05:45:00,806.6
2022-03-22 06:15:00,1086.7
2022-03-22 06:45:00,1124
2022-03-22 07:15:00,922.65
2022-03-22 07:45:00,880.8
2022-03-22 08:15:00,956.7166666666667
2022-03-22 08:45:00,898.9833333333333
2022-03-22 09:15:00,1089.7333333333333
2022-03-22 09:45:00,883.55
2022-03-22 10:15:00,1229.2333333333333
2022-03-22 10:45:00,938.1666666666666
2022-03-22 11:15:00,1132.0166666666667
2022-03-22 11:45:00,1180.05
2022-03-22 12:15:00,1142
2022-03-22 12:45:00,1102.1666666666667
2022-03-22 13:15:00,1910.95
2022-03-22 13:45:00,2964.8166666666666
2022-03-22 14:15:00,1719.0666666666666
2022-03-22 14:45:00,1359.05
2022-03-22 15:15:00,1341.55
2022-03-22 15:45:00,1028.4833333333333
2022-03-22 16:15:00,1549.6166666666666
2022-03-22 16:45:00,1202.2333333333333
2022-03-22 17:15:00,1111.5833333333333
2022-03-22 17:45:00,1154.8166666666666
2022-03-22 18:15:00,1158.7833333333333
2022-03-22 18:45:00,1053.0166666666667
2022-03-22 19:15:00,1158.2
2022-03-22 19:45:00,1045.9333333333334
2022-03-22 20:15:00,1098.85
2022-03-22 20:45:00,1145.1166666666666
2022-03-22 21:15:00,797.6166666666667
2022-03-22 21:45:00,905.15
2022-03-22 22:15:00,880.4666666666667
2022-03-22 22:45:00,806.9833333333333
2022-03-22 23:15:00,880.7
2022-03-22 23:45:00,829.2
2022-03-23 00:15:00,806.4166666666666
2022-03-23 00:45:00,899.75
2022-03-23 01:15:00,1042.2333333333333
2022-03-23 01:45:00,716.4333333333333
2022-03-23 02:15:00,672.7666666666667
2022-03-23 02:45:00,655.7
2022-03-23 03:15:00,446.6666666666667
2022-03-23 03:45:00,654.3333333333334
2022-03-23 04:15:00,1732.5166666666667
2022-03-23 04:45:00,627.0166666666667
2022-03-23 05:15:00,710.3666666666667
2022-03-23 05:45:00,544.3833333333333
2022-03-23 06:15:00,704.8166666666667
2022-03-23 06:45:00,760.5166666666667
2022-03-23 07:15:00,875.4833333333333
2022-03-23 07:45:00,726.3
2022-03-23 08:15:00,765.9
2022-03-23 08:45:00,876.4833333333333
2022-03-23 09:15:00,896.95
2022-03-23 09:45:00,749.9333333333333
2022-03-23 10:15:00,1012.3833333333333
2022-03-23 10:45:00,943.1833333333333
2022-03-23 11:15:00,1191.5
2022-03-23 11:45:00,1289.0666666666666
2022-03-23 12:15:00,1049.5166666666667
2022-03-23 12:45:00,1110.2666666666667
2022-03-23 13:15:00,1504.5333333333333
2022-03-23 13:45:00,1045.2333333333333
2022-03-23 14:15:00,1238.7333333333333
2022-03-23 14:45:00,1804.6166666666666
2022-03-23 15:15:00,1453.3666666666666
2022-03-23 15:45:00,1533.05
2022-03-23 16:15:00,1302.0166666666667
2022-03-23 16:45:00,1338.3333333333333
2022-03-23 17:15:00,1259.7166666666667
2022-03-23 17:45:00,1231.9333333333334
