Timestamp,n-transactions
2021-05-07 00:00:00,307988
2021-05-08 00:00:00,274691
2021-05-09 00:00:00,247866
2021-05-10 00:00:00,303297
2021-05-11 00:00:00,312115
2021-05-12 00:00:00,300452
2021-05-13 00:00:00,276472
2021-05-14 00:00:00,266055
2021-05-15 00:00:00,232099
2021-05-16 00:00:00,219435
2021-05-17 00:00:00,250910
2021-05-18 00:00:00,221018
2021-05-19 00:00:00,263419
2021-05-20 00:00:00,228039
2021-05-21 00:00:00,226351
2021-05-22 00:00:00,223800
2021-05-23 00:00:00,194320
2021-05-24 00:00:00,234755
2021-05-25 00:00:00,233644
2021-05-26 00:00:00,230753
2021-05-27 00:00:00,214035
2021-05-28 00:00:00,218311
2021-05-29 00:00:00,198332
2021-05-30 00:00:00,179795
2021-05-31 00:00:00,226469
2021-06-01 00:00:00,234561
2021-06-02 00:00:00,250589
2021-06-03 00:00:00,255621
2021-06-04 00:00:00,236672
2021-06-05 00:00:00,194580
2021-06-06 00:00:00,185305
2021-06-07 00:00:00,235479
2021-06-08 00:00:00,246906
2021-06-09 00:00:00,210911
2021-06-10 00:00:00,252983
2021-06-11 00:00:00,216502
2021-06-12 00:00:00,222774
2021-06-13 00:00:00,187098
2021-06-14 00:00:00,242416
2021-06-15 00:00:00,241861
2021-06-16 00:00:00,252937
2021-06-17 00:00:00,237725
2021-06-18 00:00:00,222918
2021-06-19 00:00:00,187042
2021-06-20 00:00:00,167249
2021-06-21 00:00:00,205050
2021-06-22 00:00:00,196523
2021-06-23 00:00:00,232704
2021-06-24 00:00:00,233278
2021-06-25 00:00:00,218245
2021-06-26 00:00:00,181628
2021-06-27 00:00:00,124640
2021-06-28 00:00:00,217898
2021-06-29 00:00:00,205616
2021-06-30 00:00:00,218734
2021-07-01 00:00:00,230253
2021-07-02 00:00:00,188568
2021-07-03 00:00:00,237463
2021-07-04 00:00:00,171850
2021-07-05 00:00:00,223760
2021-07-06 00:00:00,228279
2021-07-07 00:00:00,221227
2021-07-08 00:00:00,230719
2021-07-09 00:00:00,227511
2021-07-10 00:00:00,187263
2021-07-11 00:00:00,166144
2021-07-12 00:00:00,220269
2021-07-13 00:00:00,229916
2021-07-14 00:00:00,236217
2021-07-15 00:00:00,226234
2021-07-16 00:00:00,223466
2021-07-17 00:00:00,182047
2021-07-18 00:00:00,161122
2021-07-19 00:00:00,226803
2021-07-20 00:00:00,230509
2021-07-21 00:00:00,235680
2021-07-22 00:00:00,230282
2021-07-23 00:00:00,231130
2021-07-24 00:00:00,198091
2021-07-25 00:00:00,174535
2021-07-26 00:00:00,261950
2021-07-27 00:00:00,255221
2021-07-28 00:00:00,251223
2021-07-29 00:00:00,262612
2021-07-30 00:00:00,255417
2021-07-31 00:00:00,207348
2021-08-01 00:00:00,185157
2021-08-02 00:00:00,239277
2021-08-03 00:00:00,246198
2021-08-04 00:00:00,239596
2021-08-05 00:00:00,246175
2021-08-06 00:00:00,260810
2021-08-07 00:00:00,212229
2021-08-08 00:00:00,191623
2021-08-09 00:00:00,252660
2021-08-10 00:00:00,260968
2021-08-11 00:00:00,262437
2021-08-12 00:00:00,250961
2021-08-13 00:00:00,260624
2021-08-14 00:00:00,209074
2021-08-15 00:00:00,186239
2021-08-16 00:00:00,263529
2021-08-17 00:00:00,257766
2021-08-18 00:00:00,247333
2021-08-19 00:00:00,253447
2021-08-20 00:00:00,271837
2021-08-21 00:00:00,219407
2021-08-22 00:00:00,190631
2021-08-23 00:00:00,270736
2021-08-24 00:00:00,263984
2021-08-25 00:00:00,263009
2021-08-26 00:00:00,258590
2021-08-27 00:00:00,256813
2021-08-28 00:00:00,218268
2021-08-29 00:00:00,191650
2021-08-30 00:00:00,250955
2021-08-31 00:00:00,271163
2021-09-01 00:00:00,280865
2021-09-02 00:00:00,289900
2021-09-03 00:00:00,283991
2021-09-04 00:00:00,227732
2021-09-05 00:00:00,205066
2021-09-06 00:00:00,268877
2021-09-07 00:00:00,276624
