Timestamp,hash-rate
2019-09-20 00:00:00,90625164.50360724
2019-09-21 00:00:00,91702566.29484168
2019-09-22 00:00:00,92631413.65141927
2019-09-23 00:00:00,94235786.35823509
2019-09-24 00:00:00,90098193.58802584
2019-09-25 00:00:00,90858159.60704385
2019-09-26 00:00:00,89338227.56900775
2019-09-27 00:00:00,91434682.17080022
2019-09-28 00:00:00,90645114.94483174
2019-09-29 00:00:00,91035500.50166675
2019-09-30 00:00:00,89341776.99429789
2019-10-01 00:00:00,91495287.63803315
2019-10-02 00:00:00,91195824.21270087
2019-10-03 00:00:00,91433868.64401877
2019-10-04 00:00:00,90160370.38620834
2019-10-05 00:00:00,91519571.94981954
2019-10-06 00:00:00,91428958.51224539
2019-10-07 00:00:00,92606933.2007084
2019-10-08 00:00:00,94872269.1400604
2019-10-09 00:00:00,96593924.45396782
2019-10-10 00:00:00,95687790.07822704
2019-10-11 00:00:00,97179223.93948361
2019-10-12 00:00:00,98269788.05675259
2019-10-13 00:00:00,96238944.05855837
2019-10-14 00:00:00,95855009.81241499
2019-10-15 00:00:00,94280759.19669501
2019-10-16 00:00:00,93734992.14572485
2019-10-17 00:00:00,94440182.24777235
2019-10-18 00:00:00,93485053.29452871
2019-10-19 00:00:00,93854559.43403284
2019-10-20 00:00:00,94685948.24791701
2019-10-21 00:00:00,95055454.38742109
2019-10-22 00:00:00,97272491.22444555
2019-10-23 00:00:00,98750515.78246185
2019-10-24 00:00:00,101132725.05483375
2019-10-25 00:00:00,100207780.9461225
2019-10-26 00:00:00,98845219.46318829
2019-10-27 00:00:00,99339894.79783735
2019-10-28 00:00:00,97034324.120296
2019-10-29 00:00:00,95375220.79260795
2019-10-30 00:00:00,92695122.52125235
2019-10-31 00:00:00,90131834.47920874
2019-11-01 00:00:00,90034604.88430129
2019-11-02 00:00:00,89256768.12504165
2019-11-03 00:00:00,88673390.55559693
2019-11-03 23:00:00,90909671.23846836
2019-11-04 23:00:00,90715212.04865345
2019-11-05 23:00:00,91784737.59263544
2019-11-06 23:00:00,91590278.40282054
2019-11-07 23:00:00,91861270.49919154
2019-11-08 23:00:00,90783752.60638501
2019-11-09 23:00:00,90762607.51459396
2019-11-10 23:00:00,92339819.4165603
2019-11-11 23:00:00,93145448.40611649
2019-11-12 23:00:00,91339031.07613792
2019-11-13 23:00:00,90699368.88504879
2019-11-14 23:00:00,92859958.35645987
2019-11-15 23:00:00,95569879.32016979
2019-11-16 23:00:00,95931202.1153311
2019-11-17 23:00:00,94847233.7298472
2019-11-18 23:00:00,93853596.04315354
2019-11-19 23:00:00,94937564.4286375
2019-11-20 23:00:00,95569879.32016982
2019-11-21 23:00:00,92753027.64806032
2019-11-22 23:00:00,90641806.33248481
2019-11-23 23:00:00,93211181.34439714
2019-11-24 23:00:00,91369153.81570038
2019-11-25 23:00:00,90238982.02037296
2019-11-26 23:00:00,88200108.30866554
2019-11-27 23:00:00,88179081.23171318
2019-11-28 23:00:00,90747073.15831266
2019-11-29 23:00:00,91115589.19144286
2019-11-30 23:00:00,86785525.802163
2019-12-01 23:00:00,87522557.86842342
2019-12-02 23:00:00,89365138.03407443
2019-12-03 23:00:00,92681782.3322462
2019-12-04 23:00:00,95261394.5641576
2019-12-05 23:00:00,93585274.42810571
2019-12-06 23:00:00,94315177.49841549
2019-12-07 23:00:00,96880815.354774
2019-12-08 23:00:00,97608664.81120309
2019-12-09 23:00:00,97783740.21793687
2019-12-10 23:00:00,96761138.51699756
2019-12-11 23:00:00,93446264.2163581
2019-12-12 23:00:00,92267470.555223
2019-12-13 23:00:00,92907581.84747925
2019-12-14 23:00:00,92541803.96618998
2019-12-15 23:00:00,90347136.67845425
2019-12-16 23:00:00,91170136.91135514
2019-12-17 23:00:00,90530025.61909889
2019-12-18 23:00:00,90712914.55974351
2019-12-19 23:00:00,92925415.73759636
2019-12-20 23:00:00,93370681.8148361
2019-12-21 23:00:00,95746472.56319728
2019-12-22 23:00:00,99947585.93998148
2019-12-23 23:00:00,98740227.53509024
2019-12-24 23:00:00,97340808.474637
2019-12-25 23:00:00,96857362.73655987
2019-12-26 23:00:00,97839066.68251045
2019-12-27 23:00:00,96827572.57207097
2019-12-28 23:00:00,94344814.30099218
2019-12-29 23:00:00,93057458.16043282
2019-12-30 23:00:00,95172400.39135177
2019-12-31 23:00:00,97011480.59215082
2020-01-01 23:00:00,101344004.24026021
2020-01-02 23:00:00,99804501.46535619
2020-01-03 23:00:00,103031751.96983837
2020-01-04 23:00:00,105793194.8249283
2020-01-05 23:00:00,107512955.57361652
2020-01-06 23:00:00,105477457.1533581
2020-01-07 23:00:00,109390648.92246714
2020-01-08 23:00:00,107202820.50024436
2020-01-09 23:00:00,108770686.24796282
2020-01-10 23:00:00,106810854.06331481
2020-01-11 23:00:00,106320896.0171528
2020-01-12 23:00:00,105144996.70636408
2020-01-13 23:00:00,105928929.58022328
2020-01-14 23:00:00,102912016.52961263
2020-01-15 23:00:00,104842225.0709244
2020-01-16 23:00:00,106142030.57585926
2020-01-17 23:00:00,108225768.9546534
2020-01-18 23:00:00,106104409.83457527
2020-01-19 23:00:00,107047760.0050317
2020-01-20 23:00:00,108984910.82487464
2020-01-21 23:00:00,110810185.47842272
2020-01-22 23:00:00,111334854.91724099
2020-01-23 23:00:00,111334854.91724099
2020-01-24 23:00:00,110600317.70289542
2020-01-25 23:00:00,113958202.11133242
2020-01-26 23:00:00,113223664.89698684
2020-01-27 23:00:00,110810185.47842273
2020-01-28 23:00:00,110086945.93868302
2020-01-29 23:00:00,111290378.26366588
2020-01-30 23:00:00,111739680.95495503
2020-01-31 23:00:00,111605536.94938119
2020-02-01 23:00:00,110981010.23884846
2020-02-02 23:00:00,111681439.23054674
2020-02-03 23:00:00,114400102.61393987
2020-02-04 23:00:00,113566280.34913358
2020-02-05 23:00:00,113456448.35653286
2020-02-06 23:00:00,111149976.511918
2020-02-07 23:00:00,110600816.54891443
2020-02-08 23:00:00,109282832.63770588
2020-02-09 23:00:00,110381152.563713
2020-02-10 23:00:00,107525520.75609457
2020-02-11 23:00:00,109340676.42941172
2020-02-12 23:00:00,107554857.49007313
2020-02-13 23:00:00,108294601.66974199
2020-02-14 23:00:00,107932589.65855
2020-02-15 23:00:00,108343410.57122569
2020-02-16 23:00:00,107216583.58749141
2020-02-17 23:00:00,111150618.92552443
2020-02-18 23:00:00,111398345.74036528
2020-02-19 23:00:00,111287941.03695571
2020-02-20 23:00:00,109631870.48581049
2020-02-21 23:00:00,111729559.85059433
2020-02-22 23:00:00,112391988.07105248
2020-02-23 23:00:00,112391988.07105248
2020-02-24 23:00:00,110625512.81649761
2020-02-25 23:00:00,109924843.84006748
2020-02-26 23:00:00,109315034.29177234
2020-02-27 23:00:00,111571073.16195457
2020-02-28 23:00:00,111945558.203998
2020-02-29 23:00:00,110892855.15019843
2020-03-01 23:00:00,114681812.94945887
2020-03-02 23:00:00,115501740.88073802
2020-03-03 23:00:00,116468614.68224473
2020-03-04 23:00:00,119877988.67199887
2020-03-05 23:00:00,121637665.56993644
2020-03-06 23:00:00,121307726.15157302
2020-03-07 23:00:00,123287362.66175286
2020-03-09 00:00:00,121197746.345452
2020-03-10 00:00:00,121936055.96162643
2020-03-11 00:00:00,120625751.53822829
2020-03-12 00:00:00,116247579.24678095
2020-03-13 00:00:00,116070927.61330406
2020-03-14 00:00:00,113717813.26408865
2020-03-15 00:00:00,111497389.43702021
2020-03-16 00:00:00,108109035.40066274
2020-03-17 00:00:00,104972190.00322081
2020-03-18 00:00:00,103914239.60005282
2020-03-19 00:00:00,101680788.74892046
2020-03-20 00:00:00,96508586.77787714
2020-03-21 00:00:00,94627786.06113411
2020-03-22 00:00:00,94157585.8819484
2020-03-23 00:00:00,95097986.2403199
2020-03-24 00:00:00,94275135.92674483
2020-03-25 00:00:00,95333086.32991283
2020-03-26 00:00:00,94392685.9715413
2020-03-27 00:00:00,97885234.22953877
2020-03-28 00:00:00,100386175.75583836
2020-03-29 00:00:00,99147879.9767576
2020-03-30 00:00:00,99137723.37003459
2020-03-31 00:00:00,100495620.10857129
2020-04-01 00:00:00,100688107.93123944
2020-04-02 00:00:00,104989801.5557351
2020-04-03 00:00:00,104035696.25028667
2020-04-04 00:00:00,101763311.62183784
2020-04-05 00:00:00,103936896.91861503
2020-04-06 00:00:00,106308080.87873545
2020-04-07 00:00:00,104430893.57697344
2020-04-08 00:00:00,105320087.56201859
2020-04-09 00:00:00,104926817.65001215
2020-04-10 00:00:00,105903459.59372945
2020-04-11 00:00:00,109895383.97791171
2020-04-12 00:00:00,110999326.63680856
2020-04-13 00:00:00,109697883.67537543
2020-04-14 00:00:00,114921002.25323072
2020-04-15 00:00:00,115878648.73909871
2020-04-16 00:00:00,118816054.72042172
2020-04-17 00:00:00,118816054.72042172
2020-04-18 00:00:00,115054068.81898357
2020-04-19 00:00:00,114949569.21061029
2020-04-20 00:00:00,114845069.602237
2020-04-21 00:00:00,113800073.51850414
2020-04-22 00:00:00,112777076.67665614
2020-04-23 00:00:00,109962852.4663523
2020-04-24 00:00:00,109962750.669072
2020-04-25 00:00:00,113010797.986493
2020-04-26 00:00:00,111912718.68985187
2020-04-27 00:00:00,111554966.88776171
2020-04-28 00:00:00,110710037.98755714
2020-04-29 00:00:00,111629896.64663456
2020-04-30 00:00:00,113216514.46699284
2020-05-01 00:00:00,112423205.5568137
2020-05-02 00:00:00,112083216.02387969
2020-05-03 00:00:00,113443174.15561529
2020-05-04 00:00:00,116956399.32926571
2020-05-05 00:00:00,118883006.68255787
2020-05-06 00:00:00,119472293.06066503
2020-05-07 00:00:00,120652100.72918217
2020-05-08 00:00:00,122164632.51837361
2020-05-09 00:00:00,121853507.63821305
2020-05-10 00:00:00,120634706.0875249
2020-05-11 00:00:00,121037811.50245677
2020-05-12 00:00:00,121087434.47597232
2020-05-13 00:00:00,119743045.08479333
2020-05-14 00:00:00,115740173.47259876
2020-05-15 00:00:00,111966037.38110094
2020-05-16 00:00:00,110593624.25691995
2020-05-17 00:00:00,109449946.65343566
2020-05-18 00:00:00,101672938.94974327
2020-05-19 00:00:00,98356273.89963913
2020-05-20 00:00:00,94810873.32883818
2020-05-21 00:00:00,93625665.17859994
2020-05-22 00:00:00,94670543.88510191
2020-05-23 00:00:00,92307330.90926412
2020-05-24 00:00:00,90689768.7004809
2020-05-25 00:00:00,91494525.79228352
2020-05-26 00:00:00,90293241.95835556
2020-05-27 00:00:00,90471236.69303164
2020-05-28 00:00:00,92882000.95950732
2020-05-29 00:00:00,92882000.95950732
2020-05-30 00:00:00,94602038.014313
2020-05-31 00:00:00,98579623.70355108
2020-06-01 00:00:00,102234702.44501312
2020-06-02 00:00:00,103202223.28834136
2020-06-03 00:00:00,103739734.86796811
2020-06-04 00:00:00,103847237.1838934
2020-06-05 00:00:00,105288528.17664038
2020-06-06 00:00:00,109091786.5862932
2020-06-07 00:00:00,111435315.22543451
2020-06-08 00:00:00,110815623.43783523
2020-06-09 00:00:00,112208528.24468681
2020-06-10 00:00:00,113943904.93806835
2020-06-11 00:00:00,114994337.85839006
2020-06-12 00:00:00,117511415.09088519
2020-06-13 00:00:00,115951097.54610991
2020-06-14 00:00:00,112245343.37726863
2020-06-15 00:00:00,113318061.68930148
2020-06-16 00:00:00,110977585.37213863
2020-06-17 00:00:00,110570811.73739877
2020-06-18 00:00:00,110046645.12823592
2020-06-19 00:00:00,105905233.95063546
2020-06-20 00:00:00,105926966.55685534
2020-06-21 00:00:00,105875824.18477462
2020-06-22 00:00:00,105663297.23398961
2020-06-23 00:00:00,108235120.84612931
2020-06-24 00:00:00,110749704.10207161
2020-06-25 00:00:00,110861798.94428018
2020-06-26 00:00:00,112767411.26182592
2020-06-27 00:00:00,115233497.79041462
2020-06-28 00:00:00,115345592.6326232
2020-06-29 00:00:00,115793972.00145747
2020-06-30 00:00:00,116018161.6858746
2020-07-01 00:00:00,114784987.4948736
2020-07-02 00:00:00,117362562.86205758
2020-07-03 00:00:00,119940130.74771544
2020-07-04 00:00:00,119827426.16113044
2020-07-05 00:00:00,121956640.8632953
2020-07-06 00:00:00,123413264.06763044
2020-07-07 00:00:00,124421541.56999873
2020-07-08 00:00:00,125990398.02477516
2020-07-09 00:00:00,124757395.9088743
2020-07-10 00:00:00,124757395.9088743
2020-07-11 00:00:00,124533213.7059833
2020-07-12 00:00:00,124421122.60453773
2020-07-13 00:00:00,123188120.488637
2020-07-14 00:00:00,123224185.96614286
2020-07-15 00:00:00,122915681.28235172
2020-07-16 00:00:00,122988997.50264344
2020-07-17 00:00:00,121358766.03401914
2020-07-18 00:00:00,117847537.53861402
2020-07-19 00:00:00,116374944.77118145
2020-07-20 00:00:00,115473898.09459303
2020-07-21 00:00:00,115544420.58822846
2020-07-22 00:00:00,113203968.57204902
2020-07-23 00:00:00,113943058.68242146
2020-07-24 00:00:00,113943058.68242146
2020-07-25 00:00:00,119239871.14009073
2020-07-26 00:00:00,120718051.36083575
2020-07-27 00:00:00,124043956.85751173
2020-07-28 00:00:00,124990478.24995859
2020-07-29 00:00:00,126940916.24508916
2020-07-30 00:00:00,126909829.43703115
2020-07-31 00:00:00,126308844.85317615
2020-08-01 00:00:00,124781881.42071429
2020-08-02 00:00:00,123681091.53514744
2020-08-03 00:00:00,121087964.30590859
2020-08-04 00:00:00,122154894.821214
2020-08-05 00:00:00,122154894.821214
2020-08-06 00:00:00,119881689.13893874
2020-08-07 00:00:00,122394179.62987459
2020-08-08 00:00:00,122274537.22554432
2020-08-09 00:00:00,122872749.24719574
2020-08-10 00:00:00,124667385.31214988
2020-08-11 00:00:00,121699816.4582016
2020-08-12 00:00:00,122886223.95061503
2020-08-13 00:00:00,126347972.69387732
2020-08-14 00:00:00,125375833.91500747
2020-08-15 00:00:00,127289349.96388792
2020-08-16 00:00:00,129075393.19033505
2020-08-17 00:00:00,128705025.71407248
2020-08-18 00:00:00,127334807.63169721
2020-08-19 00:00:00,125649847.98439692
2020-08-20 00:00:00,123363117.0344893
2020-08-21 00:00:00,123242762.77396788
2020-08-22 00:00:00,121798511.6477104
2020-08-23 00:00:00,119391426.4372813
2020-08-24 00:00:00,119993197.73988858
2020-08-25 00:00:00,123297691.91400085
2020-08-26 00:00:00,122408096.68320654
2020-08-27 00:00:00,123504835.10932174
2020-08-28 00:00:00,122017801.82510348
2020-08-29 00:00:00,123686955.5261539
2020-08-30 00:00:00,125523152.51213105
2020-08-31 00:00:00,122462847.34276725
2020-09-01 00:00:00,122817197.0591872
2020-09-02 00:00:00,126059072.31151094
2020-09-03 00:00:00,126308447.33092046
2020-09-04 00:00:00,126308447.33092046
2020-09-05 00:00:00,122817197.0591872
2020-09-06 00:00:00,122193759.51066342
2020-09-07 00:00:00,125061572.23387288
2020-09-08 00:00:00,128038750.60213152
2020-09-09 00:00:00,127930089.15456904
2020-09-10 00:00:00,128329210.60868756
2020-09-11 00:00:00,131707283.00142738
2020-09-12 00:00:00,131873589.68471666
2020-09-13 00:00:00,135233596.35173255
2020-09-14 00:00:00,136485959.17091683
2020-09-15 00:00:00,136485692.0776978
2020-09-16 00:00:00,136608874.11025894
2020-09-17 00:00:00,137347966.30562553
2020-09-18 00:00:00,139811606.95684752
2020-09-19 00:00:00,143137521.8359972
2020-09-20 00:00:00,140550699.1522141
2020-09-21 00:00:00,139904505.85300222
2020-09-22 00:00:00,138113015.6593117
2020-09-23 00:00:00,136590567.7679259
2020-09-24 00:00:00,136974413.06759647
2020-09-25 00:00:00,133839259.63432507
2020-09-26 00:00:00,136694669.3221826
2020-09-27 00:00:00,138914905.99167842
2020-09-28 00:00:00,140454294.3307065
2020-09-29 00:00:00,138259695.9817892
2020-09-30 00:00:00,139905644.74347717
2020-10-01 00:00:00,141825918.29877982
2020-10-02 00:00:00,140042807.1402845
2020-10-03 00:00:00,135516448.04564258
2020-10-04 00:00:00,135653610.44244993
2020-10-05 00:00:00,136460935.27785838
2020-10-06 00:00:00,137953248.4370174
2020-10-07 00:00:00,136429165.5239667
2020-10-08 00:00:00,135725586.01090175
2020-10-09 00:00:00,140918695.23724532
2020-10-10 00:00:00,141724961.0808574
2020-10-11 00:00:00,140610835.70341167
2020-10-12 00:00:00,138141088.90059367
2020-10-13 00:00:00,139374491.48006323
2020-10-14 00:00:00,144308101.7979416
2020-10-15 00:00:00,144034012.33583722
2020-10-16 00:00:00,142526520.2942633
2020-10-17 00:00:00,144308101.7979416
2020-10-18 00:00:00,146484944.03741986
2020-10-19 00:00:00,144339932.5042559
2020-10-20 00:00:00,141671570.5088782
2020-10-21 00:00:00,139371646.1311858
2020-10-22 00:00:00,137413336.25306398
2020-10-23 00:00:00,136175009.876996
2020-10-24 00:00:00,133536442.0360123
2020-10-25 00:00:00,133347787.62065104
2020-10-26 00:00:00,132921756.35029753
2020-10-27 00:00:00,130791599.99852991
2020-10-28 00:00:00,124401130.94322714
2020-10-29 00:00:00,120140818.23969196
2020-10-30 00:00:00,116022515.95960794
2020-10-31 00:00:00,113182307.4905845
2020-11-01 00:00:00,107643900.97598876
2020-11-01 23:00:00,108779984.36359814
2020-11-02 23:00:00,106649828.01183057
2020-11-03 23:00:00,110352547.38279942
2020-11-04 23:00:00,115107145.47938478
2020-11-05 23:00:00,117295045.81540206
2020-11-06 23:00:00,119772222.06754518
2020-11-07 23:00:00,121130852.42189337
2020-11-08 23:00:00,119831614.7795217
2020-11-09 23:00:00,128395929.46810675
2020-11-10 23:00:00,128159204.24421573
2020-11-11 23:00:00,126728589.87125704
2020-11-12 23:00:00,128278422.10862896
2020-11-13 23:00:00,126609372.0068438
2020-11-14 23:00:00,126132500.54919091
2020-11-15 23:00:00,127563114.92214958
2020-11-16 23:00:00,124869930.27180226
2020-11-17 23:00:00,126964111.47028197
2020-11-18 23:00:00,130557849.91211638
2020-11-19 23:00:00,128602936.8009664
2020-11-20 23:00:00,133025455.05449371
2020-11-21 23:00:00,137215282.81839424
2020-11-22 23:00:00,141076183.1850534
2020-11-23 23:00:00,140083639.15004906
2020-11-24 23:00:00,137459413.97417837
2020-11-25 23:00:00,135709930.52359793
2020-11-26 23:00:00,137334450.8705655
2020-11-27 23:00:00,135584967.41998506
2020-11-28 23:00:00,133710520.86579172
2020-11-29 23:00:00,131309769.58997218
2020-11-30 23:00:00,128313154.48992184
2020-12-01 23:00:00,131996845.77838084
2020-12-02 23:00:00,130449316.11808933
2020-12-03 23:00:00,133063743.47504064
2020-12-04 23:00:00,133409747.6679512
2020-12-05 23:00:00,133755751.86086176
2020-12-06 23:00:00,132914894.02681766
2020-12-07 23:00:00,137948518.4679561
2020-12-08 23:00:00,136860167.2374397
2020-12-09 23:00:00,137948518.4679561
2020-12-10 23:00:00,134275333.0649632
2020-12-11 23:00:00,133459069.64207588
2020-12-12 23:00:00,131826542.79630126
2020-12-13 23:00:00,134533587.60765907
2020-12-14 23:00:00,133351912.23475637
2020-12-15 23:00:00,132323572.34683476
2020-12-16 23:00:00,132373208.74072964
2020-12-17 23:00:00,131791042.04281808
2020-12-18 23:00:00,133832920.56666492
2020-12-19 23:00:00,136823648.1009803
2020-12-20 23:00:00,135635056.09561098
2020-12-21 23:00:00,134441785.80737978
2020-12-22 23:00:00,134839542.57012352
2020-12-23 23:00:00,136297984.03351718
2020-12-24 23:00:00,135900227.27077347
2020-12-25 23:00:00,134176614.63221732
2020-12-26 23:00:00,131392317.29301122
2020-12-27 23:00:00,130994560.53026749
2020-12-28 23:00:00,134096925.47590551
2020-12-29 23:00:00,135214014.93546125
2020-12-30 23:00:00,137514350.8900014
2020-12-31 23:00:00,142734576.9093029
2021-01-01 23:00:00,143322827.5875207
2021-01-02 23:00:00,145103346.17464498
2021-01-03 23:00:00,146350014.08380792
2021-01-04 23:00:00,148066610.06709132
2021-01-05 23:00:00,148727032.05668586
2021-01-06 23:00:00,149387454.04628038
2021-01-07 23:00:00,149651622.8421182
2021-01-08 23:00:00,149519538.4441993
2021-01-09 23:00:00,148690226.43303114
2021-01-10 23:00:00,151089413.12252623
2021-01-11 23:00:00,150775619.32875088
2021-01-12 23:00:00,151697118.48429376
2021-01-13 23:00:00,150562301.29304808
2021-01-14 23:00:00,149884529.16858566
2021-01-15 23:00:00,153019188.2256803
2021-01-16 23:00:00,155416162.87700734
2021-01-17 23:00:00,151611247.4016757
2021-01-18 23:00:00,150294161.2755994
2021-01-19 23:00:00,150440504.17849675
2021-01-20 23:00:00,148830732.24662563
2021-01-21 23:00:00,146196559.99447298
2021-01-22 23:00:00,144294102.25680715
2021-01-23 23:00:00,145607574.27831846
2021-01-24 23:00:00,146698957.53407037
2021-01-25 23:00:00,146182103.57621282
2021-01-26 23:00:00,148185308.051105
2021-01-27 23:00:00,148549580.94715497
2021-01-28 23:00:00,151113601.5414504
2021-01-29 23:00:00,152810307.7461931
2021-01-30 23:00:00,150095785.4763935
2021-01-31 23:00:00,150835173.58218855
2021-02-01 23:00:00,147877621.15900835
2021-02-02 23:00:00,146546722.5685773
2021-02-03 23:00:00,147729743.53784937
2021-02-04 23:00:00,149947907.85523447
2021-02-05 23:00:00,152461827.41493765
2021-02-06 23:00:00,156496366.00919214
2021-02-07 23:00:00,158947631.1342316
2021-02-08 23:00:00,165861253.1121618
2021-02-09 23:00:00,165150693.7202678
2021-02-10 23:00:00,164735889.57069185
2021-02-11 23:00:00,160711290.004352
2021-02-12 23:00:00,157334595.39524245
2021-02-13 23:00:00,157086558.5528119
