,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy volume,Taker buy quote asset volume,Ignore
17,2019-09-25 00:00:00+00:00,8493.32,8725.24,8200,8430.07,48222.102,2019-09-25 23:59:59.999000+00:00,406841550.16218,85707,24972.130,210761781.75501,0
18,2019-09-26 00:00:00+00:00,8428.15,8464.40,7700.67,8060.15,60065.945,2019-09-26 23:59:59.999000+00:00,487919029.55307,110581,29931.388,243327659.90662,0
19,2019-09-27 00:00:00+00:00,8061.98,8260,7851.94,8176.52,40034.653,2019-09-27 23:59:59.999000+00:00,321440849.10520,80396,20960.862,168269237.30284,0
20,2019-09-28 00:00:00+00:00,8178.26,8311,8001.14,8195.38,33820.919,2019-09-28 23:59:59.999000+00:00,275406180.40421,69220,16862.162,137291433.18531,0
21,2019-09-29 00:00:00+00:00,8199,8226.35,7888.98,8041.96,35966.056,2019-09-29 23:59:59.999000+00:00,289320913.71819,78128,20057.619,161475890.51235,0
22,2019-09-30 00:00:00+00:00,8042.08,8331.89,7709.01,8285.84,54412.520,2019-09-30 23:59:59.999000+00:00,436701925.16117,107329,27935.359,224211005.55634,0
23,2019-10-01 00:00:00+00:00,8285.31,8499,8171,8290,39212.804,2019-10-01 23:59:59.999000+00:00,327218811.62991,92166,19547.744,163152006.75129,0
24,2019-10-02 00:00:00+00:00,8290,8365.92,8149.35,8352.14,30329.179,2019-10-02 23:59:59.999000+00:00,249785989.08192,71452,13840.600,113978670.61272,0
25,2019-10-03 00:00:00+00:00,8353.40,8386,8020,8220.27,33430.230,2019-10-03 23:59:59.999000+00:00,274334928.39047,82221,15177.823,124513346.44436,0
26,2019-10-04 00:00:00+00:00,8219.95,8227.42,7979.95,8130.56,28421.111,2019-10-04 23:59:59.999000+00:00,230978393.31482,74683,12437.976,101062599.15354,0
27,2019-10-05 00:00:00+00:00,8130,8175,8010,8122.14,30262.006,2019-10-05 23:59:59.999000+00:00,244744089.06028,69791,12199.701,98632706.00080,0
28,2019-10-06 00:00:00+00:00,8122.01,8148.43,7760,7852.79,41909.039,2019-10-06 23:59:59.999000+00:00,333155725.01068,94844,19790.528,157345906.89689,0
29,2019-10-07 00:00:00+00:00,7851.01,8330,7764.42,8186.88,62760.299,2019-10-07 23:59:59.999000+00:00,504822438.82757,115400,30547.437,246020207.22784,0
