,Open,High,Low,Close,Volume,date,Quote_asset_volume,Number_of_trades,Taker_buy_volume,Taker_buy_quote_asset_volume,daily_return,price_vol,log_price,volumn_pct,Close_shift_1,Close_shift_2,Close_shift_3
15,118.93,126.88,118.52,121.48,513486.65472,2019-01-16,62314225.9960432,192912,260457.57444,31607466.0093359,0.02144118388968308,0.07029344992852937,4.799749640177548,-0.20882833250690613,118.95,126.95,114.16
16,121.49,122.99,116.8,121.54,447535.22716,2019-01-17,53854069.2105117,169098,231192.403,27839121.1473983,0.0004115565067084326,0.05095069553049632,4.800243426707209,-0.12843844519379521,121.48,118.95,126.95
17,121.56,121.98,117.66,119.17,235646.684,2019-01-18,28305971.6688854,112833,118574.39197,14246528.4825557,-0.01966107272128992,0.03553800592300105,4.7805510451027144,-0.473456680727944,121.54,121.48,118.95
18,119.16,125.29,119.14,122.6,323303.79296,2019-01-19,39715159.1649606,117187,159926.95718,19624976.2784636,0.028868747901980463,0.05161127895266873,4.808927023502111,0.3719853276611351,119.17,121.54,121.48
19,122.61,123.32,115.68,117.47,451792.85352,2019-01-20,53833668.9066349,164941,222998.00633,26556584.7928595,-0.04192153984177471,0.06231139385041992,4.766182981835795,0.3974251566417504,122.6,119.17,121.54
20,117.56,118.5,113.61,115.63,303632.93463,2019-01-21,35258073.4282649,119538,151719.15903,17621439.7431546,-0.016417148690030636,0.04159578087784961,4.75039543814087,-0.32793772131555254,117.47,122.6,119.17
21,115.62,119.49,111.39,117.81,359542.63873,2019-01-22,41777737.4704705,134797,191477.42643,22269617.0685721,0.01894135962636212,0.07005708354955885,4.769073157258028,0.184135835488763,115.63,117.47,122.6
22,117.8,118.95,114.8,116.44,230247.61578,2019-01-23,26975386.3924584,102993,116161.13221,13613289.9824452,-0.011544991511035607,0.03522920203735149,4.757376118877422,-0.3596097069507649,117.81,115.63,117.47
23,116.4,117.15,113.61,116.39,216242.29829,2019-01-24,25044265.7542041,90622,109084.23085,12638375.4406635,-8.59106529209619e-05,0.03041237113402067,4.756946620953885,-0.060827198764055734,116.44,117.81,115.63
24,116.4,117.5,114.3,115.11,198617.08108,2019-01-25,22977175.9541193,85660,98562.49082,11406338.5773185,-0.011082474226804195,0.027491408934707928,4.74588819292697,-0.08150679746458778,116.39,116.44,117.81
25,115.13,118.0,115.0,115.34,146216.82819,2019-01-26,16978386.1972377,68368,75224.68609,8737349.0431997,0.0018240250152001813,0.026057500217145837,4.747884288187267,-0.2638255109030324,115.11,116.39,116.44
26,115.32,116.15,111.04,112.05,247369.60555,2019-01-27,28158012.7304768,97152,118671.53907,13516227.6093887,-0.028355879292403685,0.04431148109608047,4.718945200246936,0.6917998332487287,115.34,115.11,116.39
27,112.04,112.87,100.91,105.5,566205.78288,2019-01-28,60050129.3863579,177547,280135.35398,29726784.9809435,-0.058372009996429886,0.10674759014637636,4.658710952916121,1.2889060344382313,112.05,115.34,115.11
28,105.49,106.61,102.22,104.45,319768.91348,2019-01-29,33427469.3450618,129221,161610.46234,16896798.3063595,-0.009858754384301727,0.04161531898758177,4.648708488002574,-0.43524258644357416,105.5,112.05,115.34
29,104.41,109.8,103.45,108.29,330968.19265,2019-01-30,35368520.135571,118866,168310.3525,17980658.8061686,0.037161191456757114,0.06081792931711517,4.6848128136402885,0.035023039131977685,104.45,105.5,112.05
30,108.29,110.61,105.46,106.44,290679.61935,2019-01-31,31234353.515393,102532,146487.2295,15737903.3096407,-0.017083756579554965,0.0475574845322745,4.667581446109488,-0.1217294416645206,108.29,104.45,105.5
31,106.47,108.35,103.77,106.73,243149.88435,2019-02-01,25791535.1460238,86314,120649.43802,12804365.5808535,0.0024420024420024333,0.043016812247581464,4.670302280925873,-0.16351244406567988,106.44,108.29,104.45
32,106.71,111.15,106.07,110.42,186908.7573,2019-02-02,20153872.302919,67351,100348.9366,10827638.071308,0.03476712585512143,0.04760566020054365,4.704291276855899,-0.23130229817030967,106.73,106.44,108.29
33,110.41,111.11,105.82,107.36,227211.54064,2019-02-03,24605892.2887283,78309,104902.65217,11357020.0198699,-0.027624309392265123,0.04791232678199444,4.676187673223372,0.21562811674635207,110.42,106.73,106.44
34,107.33,109.3,106.57,107.68,160850.10293,2019-02-04,17312736.6001502,65698,83257.70317,8963437.5894017,0.0032609708376036828,0.025435572533308526,4.679163865896418,-0.29206895707443326,107.36,110.42,106.73
35,107.65,108.18,106.47,107.27,159730.1886,2019-02-05,17137008.2478395,68422,82850.20631,8888920.0460278,-0.003529958197863503,0.015884811890385583,4.675349020609338,-0.006962471951213911,107.68,107.36,110.42
36,107.28,107.83,101.21,104.5,337204.30254,2019-02-06,34984364.2970212,113955,165235.43945,17141978.430843,-0.02591349739000748,0.061707680835197655,4.6491870714048655,1.1110868615101603,107.27,107.68,107.36
37,104.49,106.18,103.82,104.48,147942.07683,2019-02-07,15530160.6471066,68959,74195.91673,7790406.4587851,-9.57029380801444e-05,0.02258589338692711,4.648995665528121,-0.5612687153882008,104.5,107.27,107.68
38,104.48,123.0,103.41,119.25,589950.64925,2019-02-08,67027886.9398639,177364,304660.09924,34611554.2420151,0.14136676875957122,0.18750000000000003,4.781222129768451,2.9877137180378464,104.48,104.5,107.27
39,119.32,121.99,117.64,119.19,328067.9574,2019-02-09,39061582.3914826,118457,169285.11511,20160805.1621845,-0.0010895072075092216,0.03645658732819305,4.780718858494617,-0.44390609991349206,119.25,104.48,104.5
40,119.19,126.49,115.81,125.12,385819.09619,2019-02-10,45929459.1290131,146060,202272.64362,24082781.0228442,0.04975249601476639,0.0896048326201862,4.829273276797001,0.17603407308561492,119.19,119.25,104.48
41,125.12,125.28,119.24,120.89,389405.30404,2019-02-11,47197595.845191,129000,194142.33374,23522764.7948778,-0.03380754475703329,0.048273657289002604,4.794881041213901,0.009295050155407436,125.12,119.19,119.25
42,120.88,123.89,118.18,122.41,343765.66987,2019-02-12,41603632.811699,114396,176467.18014,21367768.9858149,0.012657180675049728,0.04723692918596951,4.807376066087421,-0.11720342197833,120.89,125.12,119.19
43,122.4,126.47,120.7,121.86,317827.31956,2019-02-13,39073077.8391656,122122,160797.73684,19767987.3275933,-0.004411764705882448,0.04714052287581696,4.802872844820349,-0.07545357952645182,122.41,120.89,125.12
44,121.86,124.5,120.1,120.42,297205.78738,2019-02-14,36278326.0774455,101574,144929.76588,17693650.1087451,-0.011816838995568624,0.03610700804201548,4.790985632036302,-0.06488281815593577,121.86,122.41,120.89
45,120.47,124.25,120.19,121.67,255296.0814,2019-02-15,31111280.2093057,100464,132203.05707,16114091.2765324,0.009960986137627748,0.03370133643230682,4.801312461799358,-0.14101241550325294,120.42,121.86,122.41
46,121.66,124.99,121.54,122.67,215320.70134,2019-02-16,26462034.6125396,84959,112117.92743,13779969.811036,0.008301824757521059,0.02835771823113586,4.80949782304466,-0.1565843856309187,121.67,120.42,121.86
47,122.67,135.61,122.43,133.75,614788.60078,2019-02-17,78958054.9589805,162769,293673.43938,37707750.0025147,0.0903236325099861,0.10744273253444206,4.8959723857761155,1.855222916115363,122.67,121.67,120.42
48,133.77,148.3,132.42,145.69,1079830.1502,2019-02-18,152756654.6454775,299772,549759.99454,77775317.6933215,0.08910817074082367,0.11871122075203724,4.981481076665904,0.7564251335011554,133.75,122.67,121.67
49,145.69,150.0,142.36,143.44,747968.90445,2019-02-19,109645050.4660972,232384,402160.07677,58949819.4880989,-0.015443750428993042,0.05244011256778081,4.965916829296877,-0.3073272640966124,145.69,133.75,122.67
50,143.45,149.52,139.6,148.44,614303.61007,2019-02-20,89136482.3716519,191505,315381.09329,45774901.2173834,0.03478563959567804,0.06915301498780074,5.0001808361923965,-0.17870434664431323,143.44,145.69,133.75
51,148.42,149.61,142.7,145.69,447364.40873,2019-02-21,65199779.5124385,148898,224983.85218,32795328.6439274,-0.01839374747338629,0.04655706778062273,4.981481076665904,-0.27175357364573727,148.44,143.44,145.69
52,145.68,148.85,143.85,147.36,366251.18542,2019-02-22,53771600.8025665,129247,190056.54144,27900776.6966898,0.011532125205930832,0.0343218012081274,4.992878572506997,-0.18131353707879494,145.69,148.44,143.44
53,147.4,159.6,145.78,157.79,588183.72896,2019-02-23,89997516.9234365,172084,319153.58988,48851602.9893318,0.07048846675712328,0.09375848032564446,5.061265035047578,0.6059572019828359,147.36,145.69,148.44
54,157.75,166.0,131.7,132.1,1260506.80672,2019-02-24,186688063.414179,351943,631974.74429,93581136.3946737,-0.16259904912836776,0.21743264659271005,4.883559211528279,1.14304943278314,157.79,147.36,145.69
55,132.1,141.55,131.89,137.87,801147.09543,2019-02-25,110348892.9700245,243536,411499.33688,56650244.3099157,0.04367903103709314,0.07312641937925833,4.9263112121835375,-0.3644246178133006,132.1,157.79,147.36
56,137.88,138.41,133.72,136.22,432944.17033,2019-02-26,58979934.7160016,145787,228006.72087,31058407.0798623,-0.012039454598201327,0.0340150855816652,4.914271225813172,-0.4595946577106097,137.87,132.1,157.79
57,136.22,140.29,126.84,135.02,567202.61035,2019-02-27,76519497.9080148,158709,272367.46964,36764305.1281301,-0.008809279107326318,0.09873733666128313,4.905422915613724,0.3101056653971461,136.22,137.87,132.1
58,135.03,139.0,132.1,135.34,579327.31749,2019-02-28,78861797.5593921,183737,299413.85729,40768867.7852036,0.0022957861216026387,0.05109975560986452,4.90779013080408,0.021376324647939038,135.02,136.22,137.87
59,135.32,137.95,134.9,135.32,302632.02831,2019-03-01,41198722.5798789,103403,172468.84876,23485005.1955706,0.0,0.022539166420336855,4.907642343912507,-0.477614779808439,135.34,135.02,136.22
60,135.32,136.12,130.03,132.56,297005.28093,2019-03-02,39467507.6857296,113241,155921.86934,20724567.8764905,-0.020396098137747454,0.0450044339343778,4.887035373118308,-0.018592702865660615,135.32,135.34,135.02
61,132.54,134.6,128.01,130.6,222453.2859,2019-03-03,29447917.2382588,86648,114067.58966,15112492.0667355,-0.014637090689603172,0.04972083899200244,4.8721392168423305,-0.25101235505496244,132.56,135.32,135.34
62,130.6,131.11,122.6,125.65,403947.79445,2019-03-04,51060349.7665833,140132,203832.41182,25770060.6539754,-0.037901990811638475,0.06516079632465559,4.833500263989602,0.8158769505953161,130.6,132.56,135.32
63,125.68,137.84,125.19,136.72,512631.23178,2019-03-05,67740644.3311417,155818,272171.77962,35984586.2047615,0.0878421387651176,0.10065245066836413,4.917935038807335,0.2690531767303723,125.65,130.6,132.56
64,136.71,140.29,133.33,137.4,428826.87415,2019-03-06,58701328.649431,136000,218466.67905,29915836.7339393,0.005047180162387477,0.05091068685538716,4.922896379788249,-0.16347883709505495,136.72,125.65,130.6
65,137.37,140.2,135.2,136.81,307336.4931,2019-03-07,42271691.2428617,114687,152452.19592,20973151.2063981,-0.0040765814952318236,0.036398049064570136,4.918593101932022,-0.2833086925599343,137.4,136.72,125.65
66,136.82,139.34,130.62,133.52,330283.58233,2019-03-08,44879637.3870354,113160,164375.46413,22347697.9500561,-0.0241192808068994,0.06373337231398918,4.89425127935358,0.07466438169623268,136.81,137.4,136.72
67,133.51,138.65,132.93,137.27,279861.12049,2019-03-09,38220614.005662,111544,146108.77784,19963551.4416685,0.028162684443113095,0.042843232716650435,4.921949789263568,-0.1526641484396304,133.52,136.81,137.4
68,137.27,137.5,134.0,135.37,203965.16815,2019-03-10,27650702.3793393,90905,104700.49828,14196008.2586889,-0.013841334596051635,0.02549719530851606,4.908011770197695,-0.2711914831439114,137.27,133.52,136.81
69,135.37,136.15,131.0,132.67,264587.00683,2019-03-11,35285847.7482702,101371,137778.22305,18378134.4509461,-0.019945335007756637,0.0380438797370171,4.887864841928826,0.2972166239454057,135.37,137.27,133.52
70,132.67,135.3,130.77,133.57,194905.96843,2019-03-12,25981446.1033466,74222,99412.59836,13253182.6337106,0.006783749152031504,0.03414487073189117,4.8946256849890135,-0.2633577484958316,132.67,135.37,137.27
71,133.62,133.65,130.58,131.65,209456.09848,2019-03-13,27670734.4309227,87617,105332.16365,13915012.8060036,-0.014743301900912997,0.022975602454722296,4.8801468859423185,0.07465204974072215,133.57,132.67,135.37
72,131.69,135.11,128.52,132.2,258413.81868,2019-03-14,34099414.8055834,99000,127625.33507,16848534.3629133,0.003872731414686026,0.05004176475055056,4.884315927417586,0.23373738246477815,131.65,133.57,132.67
73,132.24,137.62,132.18,136.56,295832.26562,2019-03-15,39928522.3372778,103920,161856.61972,21847473.0898688,0.03266787658802173,0.041137326073805186,4.916764078486185,0.14480048757120145,132.2,131.65,133.57
74,136.6,144.47,136.51,140.92,474664.10197,2019-03-16,66878173.4518186,149612,241316.08941,33988833.98348,0.031625183016105396,0.05827232796486097,4.948192353473037,0.6045041637875685,136.56,132.2,131.65
75,140.94,141.07,137.2,138.67,252697.08148,2019-03-17,35051209.9303395,88617,127490.1088,17685080.5808143,-0.016106144458635008,0.027458492975734387,4.932097009765773,-0.4676296765834399,140.92,136.56,132.2
76,138.67,142.01,136.1,137.59,281718.96195,2019-03-18,39017864.9224565,94109,136354.75075,18886795.7555508,-0.007788274320328692,0.04261916780846612,4.924278248439725,0.11484849884305848,138.67,140.92,136.56
77,137.62,139.38,136.97,138.55,218577.45208,2019-03-19,30175322.0784989,82348,109609.32108,15133834.0854586,0.006757738700770233,0.01751198953640457,4.931231271308987,-0.22412942825341842,137.59,138.67,140.92
78,138.56,139.66,136.01,139.01,222883.51754,2019-03-20,30757997.8115518,83814,111862.81746,15442583.4302502,0.0032476905311777937,0.026342378752886877,4.934545872989001,0.01970041017050561,138.55,137.59,138.67
79,139.04,139.55,131.21,134.85,312531.39368,2019-03-21,42635937.4891712,113797,152957.11763,20873314.5916673,-0.030135212888377394,0.059982738780207163,4.904163049585739,0.40221850915427715,139.01,138.55,137.59
80,134.85,137.2,134.29,135.98,186119.74745,2019-03-22,25309122.7264498,79782,86857.86292,11807827.6399908,0.008379681127178351,0.02157953281423802,4.912507816098313,-0.40447663430392056,134.85,139.01,138.55
81,135.92,138.21,135.6,137.28,174710.43059,2019-03-23,23922572.3588934,73884,89401.14291,12241766.4910705,0.010005885815185467,0.01920247204237797,4.922022635739652,-0.06130094746160686,135.98,134.85,139.01
82,137.28,137.37,134.75,136.09,198490.45124,2019-03-24,27042322.6952009,82361,104851.44764,14288924.6066131,-0.008668414918414857,0.01908508158508162,4.913316431572226,0.1361110528415188,137.28,135.98,134.85
83,136.12,136.83,131.6,133.98,230880.285,2019-03-25,31082445.5932449,98246,113167.35254,15241833.9287975,-0.015721422274463825,0.038421980605348356,4.897690535080121,0.1631808157906629,136.09,137.28,135.98
84,133.97,134.74,132.27,134.18,183139.11426,2019-03-26,24490323.0607397,86841,97876.42094,13089415.407876,0.0015675151153244915,0.018436963499290877,4.899182182134742,-0.2067788972973591,133.98,136.09,137.28
85,134.14,140.14,133.84,139.45,317167.45325,2019-03-27,43635238.4289265,119271,160680.98018,22102568.2807168,0.03958550767854474,0.0469658565677649,4.937706114073498,0.7318389604075615,134.18,133.98,136.09
86,139.46,139.57,137.3,137.86,163185.6991,2019-03-28,22543474.6122913,73225,84450.31652,11668218.2808296,-0.011472823748745142,0.016277068693532064,4.926238677457506,-0.48549040127590715,139.45,134.18,133.98
87,137.85,143.6,137.62,143.25,235853.0454,2019-03-29,33098245.9556135,94717,131841.45562,18506823.9148035,0.03917301414581065,0.04338048603554581,4.964591355594849,0.4453046235103577,137.86,139.45,134.18
88,143.25,145.89,140.06,142.46,254798.70067,2019-03-30,36382647.2268952,97751,129968.43382,18560580.2960051,-0.005514834205933572,0.040698080279232,4.959061258550208,0.08032821979410398,143.25,137.86,139.45
89,142.44,142.5,140.42,141.38,142469.21171,2019-03-31,20131931.6990724,65047,72121.13189,10190807.1234262,-0.007441729851165424,0.014602639707947293,4.951451300742808,-0.4408558154520671,142.46,143.25,137.86
90,141.41,143.08,139.57,141.24,234310.19161,2019-04-01,33234998.6438733,90705,113803.3589,16144688.8761052,-0.0012021780637860857,0.024821441199349547,4.950460571060185,0.6446373837383537,141.38,142.46,143.25
91,141.24,165.6,141.0,163.31,906868.8586,2019-04-02,138094679.3020432,289637,482112.08002,73443507.9200122,0.1562588501840838,0.17417162276975356,5.095650235088652,2.8703773505057226,141.24,141.38,142.46
92,163.26,177.81,149.23,159.96,1345344.53845,2019-04-03,225523896.2014656,423036,689694.17267,115677526.5301595,-0.020213156927600062,0.1750581893911553,5.074923783978618,0.48350505775102604,163.31,141.24,141.38
93,159.96,164.0,152.8,157.36,686080.95248,2019-04-04,109082183.5877348,242989,356683.70225,56656754.5528508,-0.01625406351587888,0.07001750437609396,5.058536174080804,-0.4900332718706776,159.96,163.31,141.24
94,157.33,167.83,155.94,164.77,516070.34553,2019-04-05,84123101.326904,175261,271221.4937,44191135.1652073,0.04728913748172636,0.07557363503464065,5.10455056206934,-0.24779963113019954,157.36,159.96,163.31
95,164.84,172.77,159.2,165.5,528168.33297,2019-04-06,87657058.1149817,163384,246862.26683,40956422.1686785,0.004003882552778393,0.08232225188061164,5.1089711948171175,0.02344251620886184,164.77,157.36,159.96
96,165.56,175.43,164.06,174.21,465507.52497,2019-04-07,78876773.2967177,161529,242883.45203,41159550.0758761,0.052246919545783976,0.0686760086977531,5.160261468052068,-0.1186379494727472,165.5,164.77,157.36
97,174.29,185.87,170.9,178.72,873410.07285,2019-04-08,156417981.3021178,272413,427707.91163,76637333.1736062,0.025417407768661526,0.08589133054105226,5.185820335320891,0.8762533922653293,174.21,165.5,164.77
98,178.71,179.17,171.05,174.6,431986.36108,2019-04-09,75745619.5720787,156659,215364.15603,37760201.750469,-0.022998153432936097,0.045436741088914864,5.162497643405501,-0.5054025886484257,178.72,174.21,165.5
99,174.58,183.77,168.0,177.12,523943.20498,2019-04-10,93283836.587114,171960,259905.55155,46278256.1694819,0.014549203803413846,0.09033108030702262,5.176827468960327,0.21286978521752542,174.6,178.72,174.21
100,177.12,177.48,158.27,164.07,661305.30321,2019-04-11,110201659.9478763,224876,324992.46047,54204202.7009011,-0.07367886178861793,0.1084575429087623,5.100293166026791,0.26216982475274864,177.12,174.6,178.72
101,164.06,166.5,158.11,163.19,316337.87823,2019-04-12,51556919.1461367,124732,150876.36061,24590803.156257,-0.005302937949530739,0.05113982689260019,5.094915166142843,-0.5216462401034978,164.07,177.12,174.6
102,163.2,165.37,160.74,162.99,179237.74574,2019-04-13,29247030.1526373,75202,86353.32588,14092848.8013165,-0.0012867647058821818,0.028370098039215662,5.093688849231541,-0.4333977747372968,163.19,164.07,177.12
103,162.99,168.11,161.2,167.23,186977.66211,2019-04-14,30640985.0609499,72468,94730.83063,15525685.9586687,0.026013865881342246,0.04239523897171621,5.119370110393032,0.04318240188775535,162.99,163.19,164.07
104,167.21,168.81,155.7,159.95,351548.9079,2019-04-15,57215098.1117043,113590,172067.32017,27988295.6123212,-0.043418455833981295,0.07840440165061906,5.074861266395527,0.8801652771397996,167.23,162.99,163.19
105,159.91,166.73,159.41,165.37,240370.50441,2019-04-16,39245823.494595,82937,114539.76934,18700484.0716318,0.03414420611594027,0.04577574885873299,5.108185387662105,-0.31625301911512493,159.95,167.23,162.99
106,165.41,167.28,163.78,165.75,227841.54981,2019-04-17,37678036.5964673,85475,108219.2429,17898625.6879676,0.0020554984583762703,0.021159542953872196,5.110480629065972,-0.052123510872321366,165.37,159.95,167.23
107,165.75,175.2,165.04,173.33,396118.94407,2019-04-18,68031293.2325779,114728,187459.43239,32180911.9515491,0.04573152337858222,0.06129713423831069,5.155197291953219,0.7385720225320127,165.75,165.37,159.95
108,173.34,173.55,168.59,172.64,320541.72166,2019-04-19,54991300.1097207,104551,164821.29068,28289262.9965785,-0.004038306218991705,0.028614284065997506,5.151208501509824,-0.19079426404975075,173.33,165.75,165.37
109,172.66,176.97,169.87,172.88,253596.48407,2019-04-20,43939979.0160537,94403,123125.92238,21340355.6503773,0.0012741804702884885,0.04112127881385379,5.152597712198631,-0.20885030891862832,172.64,173.33,165.75
110,172.89,173.48,164.82,168.59,283450.43943,2019-04-21,47781349.4020958,108394,143539.87051,24194584.2541682,-0.024871305454335024,0.050089652380126075,5.12746973182771,0.11772227627477472,172.88,172.64,173.33
111,168.59,172.3,167.0,170.52,269868.39876,2019-04-22,45832751.057015,96396,138724.4816,23564465.865101,0.0114478913340057,0.03143721454416046,5.13885259189701,-0.04791680936290876,168.59,172.88,172.64
112,170.52,175.83,167.78,169.16,363523.34531,2019-04-23,62784241.170476,126520,173307.59552,29939794.2880097,-0.00797560403471742,0.047208538587849,5.130845012604288,0.3470393235381717,170.52,168.59,172.88
113,169.15,169.87,159.26,164.78,426497.04153,2019-04-24,70076178.2845027,154469,213010.94018,35036327.1899716,-0.025835057641146908,0.06272539166420345,5.104611250887444,0.17323150502562146,169.16,170.52,168.59
114,164.78,165.49,150.35,154.72,422657.03239,2019-04-25,67326464.6484704,139927,207493.18153,33080029.9738367,-0.06105109843427603,0.09188008253428823,5.041617031704984,-0.00900360088366492,164.78,169.16,170.52
115,154.7,162.56,151.4,157.95,500355.86283,2019-04-26,78334214.8744062,162730,265522.61201,41573088.7327604,0.021008403361344463,0.07213962508080153,5.062278527248094,0.18383423079615202,154.72,164.78,169.16
116,157.93,166.24,156.35,159.31,215918.63842,2019-04-27,34294277.9954465,89809,107892.49091,17154456.8972602,0.008738048502501039,0.06262268093459136,5.070851989584804,-0.5684698542378025,157.95,154.72,164.78
117,159.32,160.24,156.92,157.85,152976.30181,2019-04-28,24304182.1410825,72048,75258.19531,11957085.7119324,-0.009226713532513142,0.020838563896560518,5.061645215004001,-0.291509510575766,159.31,157.95,154.72
118,157.86,159.05,152.0,155.11,243591.94898,2019-04-29,37892463.2904875,98779,112271.92569,17468433.9677487,-0.01742049917648547,0.044659825161535605,5.04413454263666,0.5923508811354758,157.85,159.31,157.95
119,155.14,162.89,155.11,161.83,305056.24653,2019-04-30,48352308.3471109,109233,151942.02827,24090968.4446659,0.04312234111125446,0.05014825319066633,5.0865464015287944,0.25232483178270604,155.11,157.85,159.31
120,161.85,163.88,158.36,160.19,192517.62763,2019-05-01,30965351.6968463,88509,94853.75564,15258332.5783326,-0.01025641025641022,0.034105653382761704,5.076360610713392,-0.3689110456845953,161.83,155.11,157.85
121,160.2,163.48,158.5,161.81,289519.02025,2019-05-02,46716417.0127823,97201,146854.42652,23699004.0309024,0.010049937578027635,0.031086142322097318,5.086422807411717,0.5038571990219367,160.19,161.83,155.11
122,161.82,170.86,160.99,168.06,416357.52123,2019-05-03,69185162.5971677,136042,207707.51957,34533057.3557652,0.038561364479050786,0.06099369670003711,5.1243210585000725,0.43810075369305546,161.81,160.19,161.83
123,168.1,171.3,159.76,163.7,312928.58349,2019-05-04,51596174.4008955,115264,154550.58103,25484130.1377269,-0.02617489589530042,0.06864961332540168,5.098035484377089,-0.2484137609294318,168.06,161.81,160.19
124,163.71,165.36,159.18,163.05,176029.10445,2019-05-05,28659516.7862457,79825,87458.50631,14243649.4161677,-0.00403151914971589,0.037749679310976766,5.094056902235328,-0.43747834574010647,163.7,168.06,161.81
125,163.05,178.05,157.55,173.0,506528.14278,2019-05-06,86112232.475863,151543,279631.33418,47643694.0236483,0.06102422569763877,0.1257283042011653,5.153291594497779,1.8775249659006032,163.05,163.7,168.06
126,172.98,182.76,167.89,169.18,732496.87861,2019-05-07,129206700.1276838,208268,359208.70506,63321000.845897,-0.021967857555786674,0.08596369522488152,5.130963236875869,0.4461128943197632,173.0,163.05,163.7
127,169.07,173.17,164.8,170.85,296410.76103,2019-05-08,50307994.5847109,108809,143900.34895,24436642.4095287,0.010528183592594775,0.04950612172472926,5.140785978561301,-0.5953419465862098,169.18,173.0,163.05
128,170.88,173.88,166.57,170.9,284663.99456,2019-05-09,48482365.5414184,111190,139490.30992,23762799.5699061,0.000117041198501866,0.042778558052434475,5.141078590121546,-0.03963002702459606,170.85,169.18,173.0
129,170.96,176.7,168.46,172.91,425543.74021,2019-05-10,73717438.6539584,142024,217209.97186,37614456.1038559,0.011406176883481445,0.04819840898455768,5.152771227916698,0.49489836558977274,170.9,170.85,169.18
130,172.92,205.23,172.92,190.2,885292.38389,2019-05-11,167180496.7623297,246217,460145.37432,86846859.5315182,0.0999306037473977,0.1868494101318529,5.24807615011129,1.0803792894547581,172.91,170.9,170.85
131,190.2,204.32,181.0,188.11,823372.28148,2019-05-12,157611011.7252508,228585,414771.2365,79418296.1144372,-0.010988433228180772,0.12260778128286012,5.237026898104929,-0.06994310979828078,190.2,172.91,170.9
