date,open,high,low,close,volume,position,value,cash
2021-11-17 23:59:59,60256.82,60680.0,59661.21,60366.96,37583.023,-0.005,100.79486979999996,402.6296698
2021-11-18 05:59:59,60366.97,60999.0,59544.79,59842.44,54547.286,-0.005,103.41746979999999,402.6296698
2021-11-18 11:59:59,59842.44,60062.99,59002.27,59255.0,55487.227,-0.005,106.35466979999995,402.6296698
2021-11-18 17:59:59,59255.0,59995.0,56600.0,57565.22,219867.274,-0.005,114.80356979999999,402.6296698
2021-11-18 23:59:59,57565.08,58486.21,56505.48,56921.05,82119.885,-0.005,118.02441979999998,402.6296698
2021-11-19 05:59:59,56921.04,57560.0,55604.0,56419.99,81172.333,-0.005,120.52971980000001,402.6296698
2021-11-19 11:59:59,56420.0,57500.0,55900.0,57018.83,66015.044,-0.005,117.53551979999997,402.6296698
2021-11-19 17:59:59,57018.91,58333.0,56730.97,57992.75,68661.556,-0.005,112.66591979999998,402.6296698
2021-11-19 23:59:59,57992.73,58157.05,57555.0,58069.51,29507.188,-0.005,112.28211979999998,402.6296698
2021-11-20 05:59:59,58069.52,58980.0,57960.0,58422.0,39881.97,-0.005,110.51966979999997,402.6296698
2021-11-20 11:59:59,58421.57,58838.11,58328.59,58655.29,29158.961,-0.005,109.35321979999998,402.6296698
2021-11-20 17:59:59,58655.28,58851.91,57372.0,57939.75,50263.251,-0.005,112.93091979999997,402.6296698
2021-11-20 23:59:59,57937.2,59873.84,57836.31,59716.29,54393.16,-0.005,104.04821979999997,402.6296698
2021-11-21 05:59:59,59716.28,59782.44,58564.56,59029.9,35014.483,-0.005,107.4801698,402.6296698
2021-11-21 11:59:59,59029.9,59394.42,58518.88,58723.65,34250.124,-0.005,109.0114198,402.6296698
2021-11-21 17:59:59,58722.02,60052.82,58681.0,59489.93,47239.632,-0.005,105.18001979999997,402.6296698
2021-11-21 23:59:59,59489.95,59700.0,58550.0,58661.39,27383.032,-0.005,109.32271979999996,402.6296698
2021-11-22 05:59:59,58648.87,58777.42,56800.0,57472.96,74152.751,-0.005,115.26486979999999,402.6296698
2021-11-22 11:59:59,57472.95,57847.99,57000.0,57211.86,41808.198,-0.005,116.57036979999998,402.6296698
2021-11-22 17:59:59,57212.2,59624.56,56577.0,57458.91,115054.067,-0.005,115.33511979999997,402.6296698
2021-11-22 23:59:59,57458.91,57458.91,55600.0,56268.31,95169.865,-0.005,121.2881198,402.6296698
2021-11-23 05:59:59,56268.31,57280.0,56002.27,56593.04,48562.035,-0.005,119.66446979999995,402.6296698
2021-11-23 11:59:59,56593.03,57743.87,55250.0,56177.84,117163.782,-0.005,121.74046979999997,402.6296698
2021-11-23 17:59:59,56176.01,57776.0,56120.35,57288.11,69380.994,-0.005,116.18911979999996,402.6296698
2021-11-23 23:59:59,57288.14,57888.0,57130.62,57574.23,32683.514,-0.005,114.75851979999999,402.6296698
2021-11-24 05:59:59,57574.24,57775.27,56166.04,56639.51,44209.044,-0.005,119.43211979999995,402.6296698
2021-11-24 11:59:59,56639.5,57499.02,56260.98,56657.05,46996.147,-0.005,119.34441979999997,402.6296698
2021-11-24 17:59:59,56657.04,57200.0,55900.0,56587.22,65197.556,-0.005,119.69356979999998,402.6296698
2021-11-24 23:59:59,56587.22,57505.93,56548.58,57165.08,38281.01,-0.005,116.80426979999999,402.6296698
2021-11-25 05:59:59,57165.09,58369.34,57029.0,57154.68,47392.704,-0.005,116.8562698,402.6296698
2021-11-25 11:59:59,57154.12,58558.6,57129.68,58064.5,49330.798,-0.005,112.3071698,402.6296698
2021-11-25 17:59:59,58064.51,59449.62,57960.0,59189.98,65573.736,-0.005,106.67976979999997,402.6296698
2021-11-25 23:59:59,59189.98,59377.47,58555.0,58988.21,29615.415,-0.005,107.68861979999997,402.6296698
2021-11-26 05:59:59,58988.36,59186.41,57520.0,57878.15,45740.859,-0.005,113.23891979999996,402.6296698
2021-11-26 11:59:59,57878.16,57966.63,53708.21,53766.35,204204.487,-0.005,133.7979198,402.6296698
2021-11-26 17:59:59,53766.35,54882.47,53500.0,54246.01,90212.864,-0.005,131.39961979999998,402.6296698
2021-11-26 23:59:59,54246.01,54606.08,53530.0,53755.65,38492.709,-0.005,133.85141979999997,402.6296698
2021-11-27 05:59:59,53755.66,54657.0,53640.69,54257.62,35243.361,-0.005,131.34156979999995,402.6296698
2021-11-27 11:59:59,54257.63,55300.0,54224.95,54633.01,45203.692,-0.005,129.46461979999998,402.6296698
2021-11-27 17:59:59,54633.01,55253.28,54504.23,54910.44,35069.856,-0.005,128.07746979999996,402.6296698
2021-11-27 23:59:59,54910.43,55088.0,54024.69,54738.77,39602.208,-0.005,128.9358198,402.6296698
2021-11-28 05:59:59,54738.77,54860.7,53700.0,54404.01,41837.55,-0.005,130.60961979999996,402.6296698
2021-11-28 11:59:59,54404.0,54973.32,54166.3,54540.07,30787.216,-0.005,129.92931979999997,402.6296698
2021-11-28 17:59:59,54540.07,54678.99,53823.1,53941.41,33440.361,-0.005,132.92261979999995,402.6296698
2021-11-28 23:59:59,53941.42,57474.76,53245.0,57315.73,107535.488,-0.005,116.05101979999995,402.6296698
2021-11-29 05:59:59,57315.72,58338.0,57174.0,57356.71,65169.588,-0.005,115.8461198,402.6296698
2021-11-29 11:59:59,57356.7,57712.5,56715.0,56929.74,41955.654,-0.005,117.98096979999997,402.6296698
2021-11-29 17:59:59,56929.75,58800.0,56866.61,58656.01,64703.42,-0.005,109.34961979999997,402.6296698
2021-11-29 23:59:59,58656.01,58924.21,57700.06,57827.98,43282.804,-0.005,113.48976979999998,402.6296698
2021-11-30 05:59:59,57827.97,58023.06,56300.11,56329.32,50929.106,-0.005,120.98306980000001,402.6296698
2021-11-30 11:59:59,56329.31,57750.0,55900.0,57606.8,79233.421,-0.005,114.59566979999994,402.6296698
2021-11-30 17:59:59,57609.29,59224.99,56520.0,57398.15,153070.473,-0.005,115.6389198,402.6296698
2021-11-30 23:59:59,57398.15,58416.3,56768.69,56975.0,54391.148,-0.005,117.75466979999999,402.6296698
2021-12-01 05:59:59,56978.06,57715.0,56669.49,56814.97,43582.114,-0.005,118.55481979999996,402.6296698
2021-12-01 11:59:59,56814.54,57865.0,56710.0,57187.6,54886.293,-0.005,116.6916698,402.6296698
2021-12-01 17:59:59,57187.61,59100.0,57033.29,58059.43,94371.332,-0.005,112.3325198,402.6296698
2021-12-01 23:59:59,58059.44,58162.74,56500.0,57209.29,81119.365,-0.005,116.5832198,402.6296698
2021-12-02 05:59:59,57209.28,57428.49,55800.0,56925.47,70531.292,-0.005,118.00231979999995,402.6296698
2021-12-02 11:59:59,56925.47,57213.12,56070.24,56350.01,53816.654,-0.005,120.87961979999994,402.6296698
2021-12-02 17:59:59,56350.01,57394.99,56039.96,56613.3,81143.052,-0.005,119.56316979999997,402.6296698
2021-12-02 23:59:59,56613.3,57244.0,56177.0,56513.57,44494.257,-0.005,120.06181979999997,402.6296698
2021-12-03 05:59:59,56513.56,57080.0,56101.81,56762.79,40665.49,-0.005,118.81571979999995,402.6296698
2021-12-03 11:59:59,56762.79,57382.98,56472.45,57011.36,44920.915,-0.005,117.57286979999998,402.6296698
2021-12-03 17:59:59,57010.13,57670.0,54627.37,55030.06,128076.459,-0.005,127.47936979999997,402.6296698
2021-12-03 23:59:59,55030.07,55196.36,50604.0,53612.0,160469.152,-0.005,134.56966979999999,402.6296698
2021-12-04 05:59:59,53611.86,53889.69,40888.89,47517.51,260424.763,-0.005,165.04211979999997,402.6296698
2021-12-04 11:59:59,47523.38,47986.63,46102.36,46483.34,160614.821,-0.005,170.2129698,402.6296698
2021-12-04 17:59:59,46483.34,48500.0,46479.67,48204.64,99466.074,-0.005,161.60646979999999,402.6296698
2021-12-04 23:59:59,48201.51,49467.64,48112.06,49135.66,78269.331,-0.005,156.95136979999995,402.6296698
2021-12-05 05:59:59,49135.66,49699.49,48317.31,49406.3,62234.184,-0.005,155.59816979999997,402.6296698
2021-12-05 11:59:59,49406.31,49642.84,48711.4,49211.11,52162.28,-0.005,156.57411979999998,402.6296698
2021-12-05 17:59:59,49211.04,49666.0,47755.0,49251.02,110476.254,-0.005,156.3745698,402.6296698
2021-12-05 23:59:59,49251.02,49517.0,48275.76,49376.6,61561.664,-0.005,155.74666979999998,402.6296698
2021-12-06 05:59:59,49373.83,49436.45,48274.02,48666.74,55890.18,-0.005,159.2959698,402.6296698
2021-12-06 11:59:59,48666.76,49499.99,47000.0,48572.09,145243.151,-0.005,159.7692198,402.6296698
2021-12-06 17:59:59,48571.17,49250.0,47816.98,48950.18,83143.219,-0.005,157.8787698,402.6296698
2021-12-06 23:59:59,48950.18,50888.0,48751.0,50424.72,73434.479,-0.005,150.50606979999998,402.6296698
2021-12-07 05:59:59,50424.72,51499.99,50322.3,50852.58,50326.226,-0.005,148.3667698,402.6296698
2021-12-07 11:59:59,50852.58,51533.1,50793.38,51433.34,44401.704,-0.005,145.4629698,402.6296698
2021-12-07 17:59:59,51433.34,51929.0,50639.0,50979.9,78649.154,-0.005,147.73016979999997,402.6296698
2021-12-07 23:59:59,50979.9,51195.44,50012.0,50577.2,51293.534,-0.005,149.7436698,402.6296698
2021-12-08 05:59:59,50577.2,50789.38,50079.04,50403.71,34971.052,-0.005,150.61111979999998,402.6296698
2021-12-08 11:59:59,50403.71,50695.4,48820.0,49180.57,62906.979,-0.005,156.7268198,402.6296698
2021-12-08 17:59:59,49180.57,51210.6,48533.33,50270.98,103997.914,-0.005,151.27476979999997,402.6296698
2021-12-08 23:59:59,50270.99,50847.53,50044.0,50455.61,36353.939,-0.005,150.35161979999998,402.6296698
2021-12-09 05:59:59,50459.61,50773.03,49401.74,49749.36,38301.469,-0.005,153.88286979999998,402.6296698
2021-12-09 11:59:59,49749.36,50333.0,48861.01,49150.01,69374.124,-0.005,156.87961979999997,402.6296698
2021-12-09 17:59:59,49150.0,49646.12,48062.5,48179.0,86576.986,-0.005,161.73466979999998,402.6296698
2021-12-09 23:59:59,48178.99,48467.58,47312.89,47539.76,78833.507,-0.005,164.93086979999998,402.6296698
2021-12-10 05:59:59,47539.34,48785.88,47438.0,48240.1,53401.703,-0.005,161.42916979999998,402.6296698
2021-12-10 11:59:59,48240.11,48727.78,47540.0,48697.41,53459.498,-0.005,159.14261979999998,402.6296698
2021-12-10 17:59:59,48697.4,50188.42,47221.32,47695.0,134616.157,-0.005,164.1546698,402.6296698
2021-12-10 23:59:59,47696.33,48525.55,46828.23,47136.35,61497.071,-0.005,166.9479198,402.6296698
2021-12-11 05:59:59,47132.31,48684.0,46724.35,48310.75,61059.841,-0.005,161.07591979999998,402.6296698
2021-12-11 11:59:59,48310.75,48915.27,47758.89,48222.24,58128.557,-0.005,161.5184698,402.6296698
2021-12-11 17:59:59,48222.23,49285.51,48150.0,48693.04,56515.788,-0.005,159.16446979999998,402.6296698
2021-12-11 23:59:59,48693.04,49499.05,48370.0,49381.15,35255.806,-0.005,155.72391979999998,402.6296698
2021-12-12 05:59:59,49379.51,49684.55,48800.14,48967.66,33004.2,-0.005,157.79136979999996,402.6296698
2021-12-12 11:59:59,48967.66,49360.0,48616.16,49103.88,36006.803,-0.005,157.1102698,402.6296698
2021-12-12 17:59:59,49103.9,50483.07,49088.29,50233.47,71563.723,-0.005,151.4623198,402.6296698
2021-12-12 23:59:59,50233.48,50768.0,49863.56,50057.01,42859.559,-0.005,152.34461979999998,402.6296698
2021-12-13 05:59:59,50057.02,50180.0,48411.47,49221.11,63687.19,-0.005,156.52411979999997,402.6296698
2021-12-13 11:59:59,49220.82,49295.0,48078.2,48825.17,51212.308,-0.005,158.5038198,402.6296698
2021-12-13 17:59:59,48824.53,48990.57,46572.01,47492.46,129967.97,-0.005,165.1673698,402.6296698
2021-12-13 23:59:59,47495.32,47668.78,45600.0,46679.93,103683.854,-0.005,169.23001979999998,402.6296698
2021-12-14 05:59:59,46679.93,47200.0,46255.6,46677.99,49138.652,-0.005,169.2397198,402.6296698
2021-12-14 11:59:59,46678.0,47762.9,46309.44,47599.9,65330.243,-0.005,164.63016979999998,402.6296698
2021-12-14 17:59:59,47599.9,47958.62,46530.0,46614.11,80014.118,-0.005,169.5591198,402.6296698
2021-12-14 23:59:59,46614.11,48657.92,46435.25,48324.04,71730.614,-0.005,161.00946979999998,402.6296698
2021-12-15 05:59:59,48324.0,48784.23,47830.0,48109.13,41078.776,-0.005,162.0840198,402.6296698
2021-12-15 11:59:59,48111.31,48763.23,47913.77,48135.18,44375.468,-0.005,161.95376979999998,402.6296698
2021-12-15 17:59:59,48135.19,48300.0,46518.73,47075.93,99506.478,-0.005,167.2500198,402.6296698
2021-12-15 23:59:59,47075.94,49479.75,47013.06,48870.48,160279.169,-0.005,158.27726979999997,402.6296698
2021-12-16 05:59:59,48870.48,49270.0,48503.13,48520.01,34813.761,-0.005,160.02961979999998,402.6296698
2021-12-16 11:59:59,48520.01,49439.79,48508.0,49198.04,40615.821,-0.005,156.63946979999997,402.6296698
2021-12-16 17:59:59,49198.05,49282.58,48066.0,48093.89,82102.159,-0.005,162.1602198,402.6296698
2021-12-16 23:59:59,48093.9,48400.75,47500.0,47624.5,58342.446,-0.005,164.50716979999999,402.6296698
2021-12-17 05:59:59,47629.1,47988.27,47358.66,47695.44,34901.076,-0.005,164.15246979999998,402.6296698
2021-12-17 11:59:59,47694.85,47733.18,46700.0,47100.0,67292.069,-0.005,167.1296698,402.6296698
2021-12-17 17:59:59,47100.01,47430.0,45373.11,46748.83,143352.352,-0.005,168.88551979999997,402.6296698
2021-12-17 23:59:59,46748.84,47108.26,45500.0,46125.33,80912.638,-0.005,172.00301979999998,402.6296698
2021-12-18 05:59:59,46125.33,46847.6,45438.43,46578.92,66951.828,-0.005,169.7350698,402.6296698
2021-12-18 11:59:59,46578.92,47336.99,46169.17,47059.59,51482.394,-0.005,167.3317198,402.6296698
2021-12-18 17:59:59,47055.71,47220.97,46550.0,46657.55,41878.236,-0.005,169.34191979999997,402.6296698
2021-12-18 23:59:59,46657.54,47098.6,46310.0,46815.99,30693.957,-0.005,168.5497198,402.6296698
2021-12-19 05:59:59,46815.99,48055.0,46399.37,47601.88,59259.177,-0.005,164.6202698,402.6296698
2021-12-19 11:59:59,47601.89,47732.98,46800.0,47141.22,49317.846,-0.005,166.92356979999997,402.6296698
2021-12-19 17:59:59,47141.22,48461.17,46844.13,47129.99,82113.907,-0.005,166.9797198,402.6296698
2021-12-19 23:59:59,47129.98,47549.79,46447.05,46668.63,51007.611,-0.005,169.2865198,402.6296698
2021-12-20 05:59:59,46668.65,47203.22,46200.0,46432.8,57721.846,-0.005,170.46566979999997,402.6296698
2021-12-20 11:59:59,46432.8,46660.49,45736.0,46074.13,65110.993,-0.005,172.2590198,402.6296698
2021-12-20 17:59:59,46074.13,46485.49,45530.67,46099.82,86157.67,-0.005,172.1305698,402.6296698
2021-12-20 23:59:59,46099.83,47533.42,46017.0,46898.14,64813.75,-0.005,168.13896979999998,402.6296698
2021-12-21 05:59:59,46896.82,48800.0,46650.0,48584.19,87796.253,-0.005,159.70871979999998,402.6296698
2021-12-21 11:59:59,48585.47,49089.47,48329.02,48844.63,54101.107,-0.005,158.40651979999998,402.6296698
2021-12-21 17:59:59,48842.65,49298.78,48295.67,48636.87,76683.392,-0.005,159.44531979999996,402.6296698
2021-12-21 23:59:59,48636.87,49280.0,48327.0,48875.15,41427.606,-0.005,158.25391979999998,402.6296698
2021-12-22 05:59:59,48875.88,49599.0,48571.37,48961.42,53520.702,-0.005,157.8225698,402.6296698
2021-12-22 11:59:59,48961.72,49522.28,48830.0,48979.4,46965.119,-0.005,157.73266979999997,402.6296698
2021-12-22 17:59:59,48979.41,49250.0,48420.02,48695.07,68044.65,-0.005,159.1543198,402.6296698
2021-12-22 23:59:59,48695.07,49125.19,48500.15,48569.69,39933.218,-0.005,159.78121979999997,402.6296698
2021-12-23 05:59:59,48569.69,48721.81,48020.0,48374.46,49184.117,-0.005,160.7573698,402.6296698
2021-12-23 11:59:59,48374.45,48537.76,48034.03,48344.91,39787.386,-0.005,160.90511979999997,402.6296698
2021-12-23 17:59:59,48341.46,50194.29,48310.04,50030.94,77171.958,-0.005,152.47496979999997,402.6296698
2021-12-23 23:59:59,50030.95,51377.74,50029.05,50817.92,89742.019,-0.005,148.5400698,402.6296698
2021-12-24 05:59:59,50817.94,51498.87,50633.19,51004.65,49446.803,-0.005,147.60641979999997,402.6296698
2021-12-24 11:59:59,51004.65,51453.07,50730.79,50976.0,39233.394,-0.005,147.7496698,402.6296698
2021-12-24 17:59:59,50976.0,51222.62,50379.25,51089.3,62415.67,-0.005,147.18316979999997,402.6296698
2021-12-24 23:59:59,51089.3,51805.0,50470.0,50808.55,69112.858,-0.005,148.58691979999998,402.6296698
2021-12-25 05:59:59,50809.37,51122.95,50600.0,50880.64,22622.187,-0.005,148.2264698,402.6296698
2021-12-25 11:59:59,50880.16,51077.0,50550.0,50685.22,29780.597,-0.005,149.20356979999997,402.6296698
2021-12-25 17:59:59,50686.71,50929.31,50105.0,50787.07,46180.002,-0.005,148.6943198,402.6296698
2021-12-25 23:59:59,50787.07,51190.0,50341.41,50403.64,49079.652,-0.005,150.61146979999998,402.6296698
2021-12-26 05:59:59,50403.64,50677.2,49611.45,49851.38,61758.557,-0.005,153.3727698,402.6296698
2021-12-26 11:59:59,49851.38,50158.96,49350.0,49729.35,37080.639,-0.005,153.9829198,402.6296698
2021-12-26 17:59:59,49729.35,50399.86,49624.11,50237.34,37573.402,-0.005,151.4429698,402.6296698
2021-12-26 23:59:59,50236.84,51300.0,49899.42,50765.73,48388.018,-0.005,148.80101979999998,402.6296698
2021-12-27 05:59:59,50765.73,51133.0,50450.0,50852.91,37288.912,0.0,147.78570519999997,147.78570519999997
2021-12-27 11:59:59,50852.9,50981.41,50501.71,50765.06,36517.461,0.0,147.78570519999997,147.78570519999997
2021-12-27 17:59:59,50765.07,52134.0,50582.0,51834.03,83469.747,0.0,147.78570519999997,147.78570519999997
2021-12-27 23:59:59,51834.03,51930.4,50620.02,50707.72,58949.143,0.0,147.78570519999997,147.78570519999997
2021-12-28 05:59:59,50707.72,50713.56,48555.0,49176.79,101948.107,0.0,147.78570519999997,147.78570519999997
2021-12-28 11:59:59,49176.79,49429.4,48745.18,49182.14,56300.177,0.0,147.78570519999997,147.78570519999997
2021-12-28 17:59:59,49182.13,49360.99,47636.59,48017.79,109190.842,0.0,147.78570519999997,147.78570519999997
2021-12-28 23:59:59,48017.79,48023.08,47290.0,47522.03,68644.214,0.0,147.78570519999997,147.78570519999997
2021-12-29 05:59:59,47522.02,48125.97,47420.0,47880.79,36609.431,0.0,147.78570519999997,147.78570519999997
2021-12-29 11:59:59,47880.78,48084.8,47381.0,47734.91,46632.876,-0.005,147.55743959999995,386.23198959999996
2021-12-29 17:59:59,47734.91,48040.0,46559.46,47550.0,116317.143,-0.005,148.48198959999996,386.23198959999996
2021-12-29 23:59:59,47550.0,47762.67,46000.0,46436.54,75235.928,-0.005,154.04928959999995,386.23198959999996
2021-12-30 05:59:59,46436.53,46932.0,45880.0,46745.72,63985.846,-0.005,152.50338959999996,386.23198959999996
2021-12-30 11:59:59,46745.13,47550.0,46650.0,47492.99,52479.024,-0.005,148.76703959999998,386.23198959999996
2021-12-30 17:59:59,47493.0,47794.23,47058.19,47633.69,57076.565,-0.005,148.06353959999996,386.23198959999996
2021-12-30 23:59:59,47633.69,47911.68,46700.0,47095.02,56389.853,-0.005,150.75688959999997,386.23198959999996
2021-12-31 05:59:59,47095.02,47448.99,46803.81,47247.62,43346.194,-0.005,149.99388959999993,386.23198959999996
2021-12-31 11:59:59,47247.62,48575.0,46828.7,47977.58,93805.143,-0.005,146.34408959999996,386.23198959999996
2021-12-31 17:59:59,47977.58,48140.18,46862.87,47000.02,65101.669,-0.005,151.2318896,386.23198959999996
2021-12-31 23:59:59,47000.01,47044.97,45650.0,46210.56,84932.997,-0.005,155.17918959999997,386.23198959999996
2022-01-01 05:59:59,46210.57,47566.66,46210.55,47184.18,46058.725,-0.005,150.31108959999995,386.23198959999996
2022-01-01 11:59:59,47184.19,47338.0,46700.09,46755.01,43124.0,-0.005,152.45693959999994,386.23198959999996
2022-01-01 17:59:59,46755.01,47943.77,46755.01,47733.16,51096.649,-0.005,147.56618959999994,386.23198959999996
2022-01-01 23:59:59,47733.16,47832.04,47202.47,47704.35,39154.21,-0.005,147.71023959999997,386.23198959999996
2022-01-02 05:59:59,47704.35,47745.61,46749.99,47077.7,41414.552,-0.005,150.84348959999997,386.23198959999996
2022-01-02 11:59:59,47076.58,47500.0,46963.66,47231.3,32950.596,-0.005,150.07548959999994,386.23198959999996
2022-01-02 17:59:59,47231.29,48000.0,47002.47,47402.3,59065.263,-0.005,149.22048959999995,386.23198959999996
2022-01-02 23:59:59,47401.6,47469.46,46605.68,47280.0,51364.682,-0.005,149.83198959999996,386.23198959999996
2022-01-02 23:59:59,47401.6,47469.46,46605.68,47280.0,51364.682,-0.005,149.83198959999996,386.23198959999996
2022-01-03 05:59:59,47280.01,47288.28,46717.26,47083.37,39803.197,-0.005,150.81513959999995,386.23198959999996
