,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,macd,macdsignal,macdhist,mfi,willr,ADX,ADXR,APO,aroondown,aroonup,AROONOSC,ad,adosc,obv,atr,natr,trange
0,2019-04-12 00:00:00+00:00,5017.37,5080.58,4861.22,5048.01,33276.678614,2019-04-12 23:59:59.999000+00:00,166485761.07931210,226036,16899.59053300,84561818.27888816,0,5372.224465049883,5152.106000000002,4931.98753495012,4985.048635078554,4545.011765507841,4466.556077569168,318.57351905110227,285.19592944081234,33.37758961028993,71.8835109935445,-27.29854014598539,48.018085994871306,30.095376605910893,519.411602564106,0.0,85.71428571428572,85.71428571428572,393149.6041223034,23271.949007207644,550369.6831899999,206.3692000891459,4.088129779638826,219.35999999999967
1,2019-04-13 00:00:00+00:00,5047.0,5099.0,5004.0,5045.22,17292.456802,2019-04-13 23:59:59.999000+00:00,87375984.44461506,138674,8692.05325900,43925293.92220215,0,5328.155677506521,5113.770000000001,4899.384322493482,5019.120125427851,4577.283264507335,4504.969896739129,304.29932949796785,289.0166094522434,15.282720045724432,71.9464079901917,-27.806642066420643,48.264264886371954,30.549837446169164,553.7969871794903,0.0,78.57142857142857,78.57142857142857,390863.35930721805,20225.65238481568,533077.226388,198.41425722563548,3.9327176461211892,95.0
2,2019-04-14 00:00:00+00:00,5047.45,5152.99,5000.0,5131.3,18281.607739,2019-04-14 23:59:59.999000+00:00,92594930.42710131,131700,10043.91166700,50893945.02767781,0,5322.400004284872,5110.030000000001,4897.659995715129,5059.794550903446,4613.02627970041,4537.897179999998,296.51482965436753,290.5162534926682,5.9985761616993045,72.26507895695946,-21.453874538745374,48.64297043468763,31.29341097002056,533.7169230769268,7.142857142857143,71.42857142857143,64.28571428571429,403961.2547531413,21308.2566461931,551358.834127,195.16966742380436,3.8035130946115867,152.98999999999978
3,2019-04-15 00:00:00+00:00,5131.28,5167.38,4950.0,5024.95,29057.191581,2019-04-15 23:59:59.999000+00:00,147687551.94147710,204944,14170.25240200,72070166.00084409,0,5134.718304960543,5053.370000000001,4972.021695039459,5082.407676419953,4639.602003590706,4574.2910249999995,278.55301547884665,288.1236058899039,-9.570590411057253,68.2403653423615,-30.984189908385762,48.540548753951235,33.34752484008101,503.6469871794907,0.0,64.28571428571429,64.28571428571429,394941.2009860703,16944.00885939825,522301.64254599996,196.75611975067548,3.915583632686405,217.3800000000001
4,2019-04-16 00:00:00+00:00,5024.95,5197.72,5003.94,5173.72,24242.229493,2019-04-16 23:59:59.999000+00:00,123581651.71216356,168550,12804.63376800,65290617.51599363,0,5199.778147978645,5084.640000000001,4969.501852021357,5120.534843801536,4674.061229165499,4614.674724999999,273.17366801393655,285.1336183147104,-11.959950300773869,64.3807485192605,-37.139865370231824,48.54476165195326,35.55097787403543,480.68096153846545,0.0,57.142857142857146,57.142857142857146,413178.5434129954,19421.061095240293,546543.8720389999,196.5435397684844,3.798882424415786,193.78000000000065
5,2019-04-17 00:00:00+00:00,5173.72,5230.4,5146.8,5202.82,23307.536134,2019-04-17 23:59:59.999000+00:00,120972345.51821637,179490,12172.53172400,63190167.89632924,0,5255.323207208951,5115.602000000002,4975.880792791052,5157.756163669077,4708.174698251596,4658.76344,268.16735683186744,281.7403660181418,-13.573009186274362,58.45677650148167,-33.98139534883725,48.6575214857893,37.65146533412448,450.4051282051323,0.0,50.0,50.0,421107.5664710212,21191.72061061667,569851.408173,188.47614407073547,3.622576680929486,83.59999999999945
6,2019-04-18 00:00:00+00:00,5202.41,5287.0,5198.8,5258.44,22619.239001,2019-04-18 23:59:59.999000+00:00,118573129.86520114,167110,12104.85293200,63464128.54331125,0,5315.1129100095495,5158.246000000001,5001.3790899904525,5197.4624959832545,4743.67568546117,4695.297249230769,265.6259180786019,278.51747643023384,-12.891558351631943,67.85825953090989,-29.166518064125054,48.94890545247085,39.6952571789812,420.1139102564148,0.0,42.85714285714286,42.85714285714286,429078.15545232577,22525.657759993337,592470.6471739999,181.3135623513972,3.448048515365721,88.19999999999982
7,2019-04-19 00:00:00+00:00,5258.44,5320.0,5175.0,5258.68,24611.236323,2019-04-19 23:59:59.999000+00:00,128937309.63806376,178148,12889.68334400,67549701.12506344,0,5355.477181301518,5183.722000000002,5011.966818698485,5232.494478805616,4776.901770270127,4723.868702108261,260.626831669877,274.93934747816246,-14.312515808285468,66.90901705469187,-29.123720532115943,49.32700958918825,41.74044945833947,378.76987179487605,50.0,35.714285714285715,-14.285714285714286,432873.3778259968,22231.143007270643,617081.883497,178.71973646915453,3.3985664932864235,145.0
8,2019-04-20 00:00:00+00:00,5258.68,5333.42,5230.1,5291.73,19168.908274,2019-04-20 23:59:59.999000+00:00,101343660.15324434,157080,10029.27226200,53029542.91017945,0,5322.389988746769,5237.078000000001,5151.766011253234,5267.387964381459,4810.1164947688285,4758.064611282051,256.3765294217883,271.2267838668876,-14.850254445099324,65.26029133524618,-23.23014372837842,49.72307299817182,43.67611117438096,331.20019230769594,42.85714285714286,28.571428571428573,-14.285714285714286,436572.8361204561,21266.74706509651,636250.791771,173.33404100707205,3.275564720933836,103.31999999999971
9,2019-04-21 00:00:00+00:00,5292.91,5314.35,5165.0,5256.14,25549.570939,2019-04-21 23:59:59.999000+00:00,133929931.15068736,210494,13147.77101600,68909870.81367928,0,5310.750681956752,5253.562000000001,5196.37331804325,5293.581501854673,4838.892204783743,4811.89631054131,247.28576236790923,266.43857956709195,-19.15281719918272,58.06184700753643,-29.576661079211053,49.34907528429481,45.136872159708034,289.7532692307723,35.714285714285715,21.42857142857143,-14.285714285714286,442206.2299672675,20731.32430682011,610701.220832,171.62089522085265,3.2651507612212125,149.35000000000036
